Rainfall at,BUXTON (TERRACE SLOPES)
,
Station no,2680,
,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,2.88,4.87,7.01,7.85,4.96,6.49,4.24,12.15,3.36,3.16,
February,4.65,2.53,3.80,2.43,5.35,9.54,2.03,4.00,2.53,7.14,
March,4.59,2.82,1.57,0.94,2.04,1.69,5.88,2.29,2.43,2.47,
April,2.86,3.16,2.79,3.84,3.18,2.20,4.38,2.44,4.74,4.83,
May,3.68,5.22,4.51,2.91,3.76,1.68,2.98,2.06,3.15,1.56,
June,2.79,0.80,3.58,4.01,4.14,5.34,2.75,6.96,1.94,2.85,
July,3.85,5.96,1.81,4.40,1.75,5.14,3.32,3.66,2.14,3.45,
August,7.31,4.07,4.89,3.64,3.20,5.46,0.61,5.54,2.77,4.80,
September,0.73,3.78,5.44,5.29,2.38,6.97,2.38,3.11,1.48,6.40,
October,5.74,7.24,2.83,6.19,7.23,0.91,1.00,2.91,4.67,3.02,
November,4.63,1.10,4.54,7.99,0.92,9.19,5.44,3.15,6.78,6.77,
December,3.31,5.01,2.98,4.53,4.59,5.18,5.59,5.22,7.13,4.14,
Total,47.02,46.56,45.75,54.02,43.50,59.79,40.60,53.49,43.12,50.59,
Calc annual,47.02,46.56,45.75,54.02,43.50,59.79,40.60,53.49,43.12,50.59,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
