BANBRIDGE, MILLTOWN,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6208,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.38,4.11,2.82,1.96,3.69,2.10,3.87,2.48,3.77,1.41,4.13,
February,1.80,0.66,3.20,4.38,1.16,2.81,2.05,1.35,3.23,1.90,1.30,
March,3.18,2.24,1.83,1.23,0.99,1.04,1.05,2.51,3.31,0.29,1.97,
April,3.38,0.99,2.96,2.93,2.37,2.47,1.75,1.31,1.05,1.15,1.49,
May,2.53,2.39,1.37,1.67,3.93,4.09,2.23,1.38,0.97,1.97,1.63,
June,2.98,0.20,2.15,1.34,2.55,0.79,1.96,4.54,3.00,2.31,2.13,
July,3.16,4.83,2.98,2.81,3.94,4.85,3.72,4.14,1.54,2.41,2.77,
August,2.46,3.92,4.28,5.24,5.14,2.03,3.66,4.57,4.05,4.93,6.05,
September,2.49,0.96,2.47,3.36,5.36,3.02,1.83,4.56,2.42,0.69,3.36,
October,5.94,2.47,1.01,2.95,2.70,2.65,2.53,3.20,4.41,2.88,3.99,
November,3.16,2.69,1.05,2.62,2.01,1.94,3.27,3.42,4.23,3.58,2.91,
December,3.23,2.35,2.71,2.82,2.29,2.64,0.85,1.83,2.07,5.07,2.85,
Total,37.69,27.81,28.83,33.31,36.13,30.43,28.77,35.29,34.05,28.59,34.58,
Calc annual,37.69,27.81,28.83,33.31,36.13,30.43,28.77,35.29,34.05,28.59,34.58,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
