RUSHUP EDGE NO 101,,,,,,,,,,,,
Grid ref,SK103824,Long,-1.846776,Lat,53.338406,,,,,,,
Station no,2681/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.40,5.30,2.50,5.35,4.20,7.50,4.10,5.22,4.50,7.00,,
February,4.30,2.75,2.29,3.24,3.70,1.70,3.15,-999.00,1.00,3.50,,
March,6.75,2.50,3.50,4.00,4.20,2.60,4.20,3.60,2.10,1.75,,
April,3.00,4.00,3.00,1.00,2.25,2.26,0.50,1.50,3.75,1.50,,
May,2.75,3.22,2.56,3.45,5.00,1.00,1.75,4.25,1.00,2.25,,
June,2.00,3.00,4.00,3.50,3.75,3.60,2.00,6.00,2.25,1.75,,
July,3.50,4.36,5.95,7.10,1.00,8.56,5.65,6.95,3.75,7.75,,
August,5.25,2.70,4.76,6.30,0.75,11.50,9.00,4.00,0.75,5.00,,
September,2.75,5.75,2.76,5.75,2.42,4.25,10.60,7.00,0.25,4.50,,
October,1.26,6.00,2.75,6.76,4.75,3.56,4.50,5.20,3.95,6.25,,
November,10.85,4.26,2.75,7.36,2.95,2.27,2.25,1.50,5.00,6.00,,
December,6.40,4.60,2.25,7.50,5.25,7.00,6.00,4.95,6.50,5.75,,
Total,55.21,48.44,39.07,61.31,40.22,55.80,53.70,59.29,34.80,53.00,,
Calc annual,55.21,48.44,39.07,61.31,40.22,55.80,53.70,50.17,34.80,53.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,9.12,0.00,0.00,,
