CAPPOQUIN MOUNT MELLERAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IS0982003927,Long,-7.857111,Lat,52.187389,Elevation,760,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6033/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,5.64,3.61,4.19,5.81,4.06,4.9,3.3,2.79,3.66,5.36,3.41,2.26,3.86,4.61,6.15,5.24,6.45,2.07,8.25,5.06,3.22,5.84,2.4,,,,,,,,,,,,,7.24,4.4,4.75,3.65,9.6,5.99,,,,,,,,,,,,8.35,5.82,4.87,
February,,,,,,6.15,4.13,1.7,1.32,4.23,3.35,0.8,5.01,2.89,2.02,0.51,1.88,2.75,2.39,4.28,5.38,1.43,5.27,3.47,6.4,2.06,3.38,2.55,,,,,,,,,,,,,2.87,2.45,3.23,5.55,2.7,5.33,,,,,,,,,,,,5.85,1.48,4.32,
March,,,,,3.86,3.32,3.9,2.45,3.62,2.15,5.93,1.81,1.21,,2.64,4.04,4.56,5.55,1.18,1.67,1.22,2.98,3.05,7.07,3.66,6.22,3.41,1.95,,,,,,,,,,,,,5.62,4.35,2.83,4.83,1.9,0.12,,,,,,,,,,,,4.49,1.27,2.46,
April,,,,,2.08,4.28,3.03,1.91,3.02,3.4,1.74,2.36,1.62,1.15,5.88,2.39,0.75,5.59,4.17,4.25,3.59,2.29,4.48,1.87,2.22,4.39,2.12,4.08,,,,,,,,,,,,,6.08,1.16,3.62,5.35,2.75,6.85,,,,,,,,,,,,4.51,0.08,1.78,
May,,,,,1.91,4.17,6.06,1.49,4.3,5.36,3.95,4.18,3.62,2.29,1.14,0.87,0.08,1.77,3.12,4.55,3.85,2.77,2.34,3.81,2.35,1.88,4.55,4.44,,,,,,,,,,,,,5.86,2.42,1.1,1.42,6.87,6.21,,,,,,,,,,,,2.73,5.34,1.42,
June,,,,,0.49,1.29,1.59,0.7,5.91,2.29,3.36,3.62,2.79,2.03,2.5,4.47,3.2,3.52,3.31,2.1,6.29,3.17,4.25,5.6,2.56,2.37,1.6,5.75,,,,,,,,,,,,,1.15,0.9,1.9,0.93,4.61,0.6,,,,,,,,,,,,1.67,3.79,2.4,
July,,,,,4.3,2.68,5.74,2.03,7.19,2.37,3.75,3.28,4.79,2.83,4.72,5.55,6.03,1.53,1.51,3.07,4.21,0.84,3.49,6.88,4.52,2.13,3.15,2.47,,,,,,,,,,,,2.09,8.93,3.31,-999,3.08,4.18,3.36,,,,,,,,,,,,4.78,6.59,,
August,,,,,1.3,4.13,4.83,2.37,4.06,7.95,3.13,7.24,6.41,6.35,5.08,7.1,1.73,5.59,6.83,2.08,5.36,4.63,4.08,6.86,3.62,6.21,2.93,3.53,,,,,,,,,,,,4.11,4.57,6.44,-999,7.25,4.65,,,,,,,,,,,,,3.4,4.43,,
September,,,,,2.12,6.07,5.34,2.78,1.11,1.66,2.95,3.25,4.43,2.04,1.17,1.89,6,3.34,4.21,1.71,1.66,4.61,3.89,4.89,6.17,2.05,1.37,1.54,,,,,,,,,,,,3.44,1.71,1.16,6.3,3.48,7.48,2.64,,,,,,,,,,,,3.41,4.34,2.27,
October,,,,,1.79,5.1,8.06,3.87,3.26,5.48,3.07,6.23,3.5,2.86,6.01,3.5,3.83,4.96,6.94,2.36,4.58,4.49,3.04,7.6,6.21,1.16,6.17,7.01,,,,,,,,,,,,0.98,7.28,2.44,0.45,5.57,4.87,5.46,,,,,,,,,,,,5.89,6.83,,
November,,,,,3.3,3.23,3.14,3.55,6.72,3.3,6.22,4.89,6.41,2.84,6.02,7.96,1.4,6.04,4.59,3.67,7.82,2.23,7.78,2.69,2.99,5.58,2.58,4.69,,,,,,,,,,,,2.35,6.04,6.12,3.49,5.95,6.76,,,,,,,,,,,,,3.75,5.87,,
December,,,,,5.34,1.71,6.39,3.85,7.26,5.86,2.74,6.38,5.2,5.68,4.03,7.36,8.26,5.82,3.25,10.89,6.57,4.69,3.78,5.98,3.69,3.8,4.19,7.67,,,,,,,,,,,,8.58,5.31,1.85,3.51,3.77,8.32,3.5,,,,,,,,,,,,3.4,5.04,,
Total,,,,,,47.77,55.82,30.89,53.58,48.11,45.09,47.34,47.78,,46.57,49.05,39.98,50.32,46.11,46.78,55.77,40.58,47.52,64.97,49.45,41.07,41.29,48.08,,,,,,,,,,,,,62.66,37,41.38,50.83,64.69,,,,,,,,,,,,,52.23,50.88,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922 July/Aug bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 Aug 2.47; Nov 2.2 estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
