"NEWBURY WELFORD PARK",,,,,,,,,,,,
Grid ref,SU408731,Long,-1.414190,Lat,51.455417,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.33,1.68,0.93,3.51,4.55,,,,,,,
February,4.83,1.85,1.37,1.77,3.72,,,,,,,
March,1.21,1.94,1.96,4.49,1.56,,,,,,,
April,1.00,2.63,1.53,3.06,1.35,,,,,,,
May,1.57,1.26,3.04,3.77,3.22,,,,,,,
June,3.59,1.83,3.35,6.00,0.93,,,,,,,
July,1.47,3.82,0.93,2.83,2.38,,,,,,,
August,3.03,2.17,3.39,3.90,3.01,,,,,,,
September,0.68,2.36,2.07,2.27,1.51,,,,,,,
October,2.43,1.39,2.20,8.35,1.60,,,,,,,
November,2.58,0.85,3.81,2.05,2.11,,,,,,,
December,4.57,5.29,2.19,2.05,2.43,,,,,,,
Total,30.29,27.07,26.77,44.05,28.37,,,,,,,
Calc annual,30.29,27.07,26.77,44.05,28.37,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
