HAYFIELD-CLUTHER-ROCKS-OLD-SITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK074877,Long,-1.8902064,Lat,53.386093,Elevation,1830,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2643/7/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,3.45,3.3,4.15,2.84,6.25,1.78,3.34,1.9,3.98,1.51,5.31,4.9,3.8,6.33,3.96,2.49,2.78,4.36,5.51,5.93,4.69,5.47,3.74,3.61,5.09,3.72,9.21,3.05,4.6,7.2,4.24,2.7,3.96,3.42,,,,,
February,,,1.33,3.7,4.67,2.3,3.6,2.05,4.41,3.1,4.7,4.9,2.37,1.6,3.28,3.44,-999,1.21,4.88,1.7,3.79,0.82,5.91,5.39,1.35,7.34,4.19,2.48,5.63,1.34,1.29,5.7,0.31,-999,0.41,4.26,,,,,
March,,,3.69,5.15,2.3,4.52,3.26,3.72,5.01,4.41,0.99,2.93,6.55,5.84,5.96,2.3,-999,2.67,2.46,5.45,2.76,2.95,2.71,2.24,1.35,2.15,2,5.7,2.59,1.09,4.18,0.73,3.12,-999,3.12,1.8,,,,,
April,,,2.85,2.91,2.63,3.28,2.18,2.75,3.29,3.05,4.75,3.58,1.43,4.9,1.73,2.07,3.7,1.93,2.12,2.5,6.5,1.9,3,3.37,3.03,2.61,3.05,4.23,1.88,1.88,4.41,6.1,5.32,2.07,2.68,,,,,,
May,,,3.85,3.53,3.25,1.25,5.21,5.27,4.7,2.83,3.2,2.45,4.15,3.6,2.92,1.88,3.45,2.18,4.25,1.98,5.7,2.2,1.1,3.97,6.1,4.55,3.83,2.07,1.61,3.65,2.8,3.05,5.31,2.3,2.39,,,,,,
June,,,2.34,1.56,1.3,3.1,2.24,7.81,2.43,4.23,3.8,4.3,5.9,1.44,3.6,1.87,4.79,2.66,2.3,2.89,3.93,0.4,2.36,1.46,2.06,0.4,3.8,6.83,6.24,1.96,3.94,6.73,1.98,4.21,2.29,,,,,,
July,,,3.43,4.28,2.8,3.22,2.87,3.47,5.72,6.7,6.78,0.56,6.88,1.67,5.55,6.7,2.4,1.4,5.04,4.45,5.82,1.4,5.91,6.21,6.22,2.88,3.74,2.62,2.52,,8.33,4.93,6.5,3.16,4.51,,,,,,
August,,,4.6,5.92,5.77,6.34,4.84,5.52,3.59,3.73,6.6,2.94,10.55,2.9,4.31,5.4,3.28,6.45,4.75,5.15,2.72,4.92,6.93,5.81,7.56,4.27,5.84,7,6.88,4.81,7.14,9,2.11,1.91,2.63,,,,,,
September,,,2.05,5.97,2,3.23,2.2,0.98,3.9,3.75,0.68,3.7,4.1,2.45,3.35,1.25,3.13,2.36,11.91,2.68,3.2,1.76,5.21,5.2,5.7,5.49,4.22,8.67,0.86,2.21,6.45,6.9,3.45,1.16,2.72,,,,,,
October,,,6.45,10.2,2.06,4.65,7.35,7.78,1.98,6.36,3.53,4.31,4.2,4.49,3.47,3.23,6.98,6.3,4.17,3.98,2.9,2.67,1.86,4.25,6.71,6.96,4.3,4.63,7.06,5.88,7.28,1.8,9.2,5.75,5.67,,,,,,
November,,,3.55,5.05,4.17,6,5.43,4.38,3.3,1.78,4.6,5.6,2.78,4.39,5.83,2.18,3.75,5.61,2.95,3.26,1.31,2.57,3.31,6.35,3.69,,6.48,5.48,7.95,8.68,4.68,5.7,2.35,3.8,2.45,,,,,,
December,,,3.8,2.5,2.9,0.98,4,3.82,3.85,9.55,7.36,9.3,5.84,2.86,7.75,8.28,4.7,1.8,8.45,8.3,4.85,6.91,4.85,5.32,4.72,3.9,3.79,1.42,3.15,7.97,4.56,2.79,1.67,0.6,5.94,,,,,,
Total,,,41.39,54.07,38,41.71,49.43,49.33,45.52,51.39,50.97,46.08,60.06,41.04,51.55,44.93,49.14,37.06,56.06,46.7,48.99,34.43,47.84,55.04,52.23,,50.33,54.85,55.58,,59.66,60.63,45.56,36.28,38.77,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Cluther Rocks at the the stated altittude. NGR could be +/-200m.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dec 1929, gauge read 2 Jan; Oct 1930 gauge read 2 Nov; both sets of readings left in this record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
