HARGHAM-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM021919,Long,0.97516669,Lat,52.487567,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.34,2.98,2.63,1.5,2.93,1.54,1.98,2.87,2.69,2.32,1.99,5.18,1.82,2.37,1.21,2.57,1.91,3.66,2.1,1.97,1.9,1.1,0.84,1.39,2.22,2.67,3.64,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.34,1.39,0.68,1.7,2.56,5.18,0.73,0.82,2.95,0.8,0.46,3.05,3.29,1.36,1.92,2.01,2.09,1.28,0.47,0.61,2.58,0.69,2.42,0.54,2.29,2.61,3.06,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.77,2.22,2.11,3.71,1.72,3.3,2.82,0.78,2.32,1.78,1.08,1.69,1.31,0.75,1.79,0.3,1.83,1.98,0.08,0.98,0.35,1.69,1.77,1.38,0.65,0.39,3.14,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.65,0.51,2.33,0.8,0.83,2.07,1.7,2.8,2.34,3.55,1.22,2.36,1.09,2.35,2.05,2.71,1.5,1.37,0.9,2.38,3.77,3.24,0.99,3.01,2.61,1.27,2.39,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,0.96,1.55,1.29,1.06,1.74,1.8,0.64,1.26,0.39,1.54,0.86,1.23,1.35,3.79,2.54,1.52,0.47,1.49,1.03,3.27,2.44,4.24,1.73,1.56,1.15,0.55,2.36,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,3.81,2.86,1.32,1.49,1.06,2.64,1.82,1.45,1.51,2.46,0.34,1.44,0.83,1.66,0.49,2.72,4.59,2.6,0.86,1.05,1.53,0.38,,2.59,2.96,4.41,2.51,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.76,3.83,1.39,2.17,4.28,1.47,2.37,5.03,2.57,3.35,0.75,5.28,3.08,2.76,1.88,2.02,2.65,2.46,3.13,3.27,3.49,3.83,1.51,1.66,0.52,3.61,1.81,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,0.51,7.67,0.87,1.1,1.22,2.58,4.36,1.7,2.38,1.86,2.1,2.27,2.97,2.72,2.78,2.48,3.07,1.9,1.05,2.68,3.3,1.39,0.96,1.34,1.12,1.52,1.27,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.58,2.16,1.08,0.91,1.56,1.36,2.3,5.53,0.93,2.71,1.16,3.34,2.07,4.01,3.33,0.82,3.12,0.66,1.26,4.23,1.81,1.69,2.93,1.87,4.16,2.3,1.98,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.87,2.14,3.44,2.61,1.44,3.07,4.3,2.65,2.29,0.57,1.29,0.66,3.54,4.3,2.3,2.3,2.4,2.45,2.93,0.68,1.05,4.24,2.61,1.18,2.69,1.6,1.48,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,3.62,2.75,2.32,2.72,2.24,2.92,1.99,2.03,2.47,1.02,1.64,1.77,2.42,1.7,3.47,3.29,3.36,2.3,3.59,3.83,1.99,1.8,1.92,1.2,3.34,2.71,1.85,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,3.44,2.62,0.54,6.13,3.74,2.64,1.05,3.67,4.71,2.97,1.65,2.21,3.53,2.15,2,0.84,2.3,2.57,4.64,2.09,1.29,0.82,0.62,3.81,1.81,1.46,2.96,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,24.65,32.68,20,25.9,25.32,30.57,26.06,30.59,27.55,24.93,14.54,30.48,27.3,29.92,25.76,23.58,29.29,24.72,22.04,27.04,25.5,25.11,,21.53,25.52,25.1,28.45,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933 Jun estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
