"HARGHAM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1458,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,1.34,2.98,2.63,1.50,2.93,1.54,1.98,2.87,2.69,,
February,,1.34,1.39,0.68,1.70,2.56,5.18,0.73,0.82,2.95,,
March,,2.77,2.22,2.11,3.71,1.72,3.30,2.82,0.78,2.32,,
April,,1.65,0.51,2.33,0.80,0.83,2.07,1.70,2.80,2.34,,
May,,0.96,1.55,1.29,1.06,1.74,1.80,0.64,1.26,0.39,,
June,,3.81,2.86,1.32,1.49,1.06,2.64,1.82,1.45,1.51,,
July,,0.76,3.83,1.39,2.17,4.28,1.47,2.37,5.03,2.57,,
August,,0.51,7.67,0.87,1.10,1.22,2.58,4.36,1.70,2.38,,
September,,1.58,2.16,1.08,0.91,1.56,1.36,2.30,5.53,0.93,,
October,,2.87,2.14,3.44,2.61,1.44,3.07,4.30,2.65,2.29,,
November,,3.62,2.75,2.32,2.72,2.24,2.92,1.99,2.03,2.47,,
December,,3.44,2.62,0.54,6.13,3.74,2.64,1.05,3.67,4.71,,
Total,,24.65,32.68,20.00,25.90,25.32,30.57,26.06,30.59,27.55,,
Calc annual,0.00,24.65,32.68,20.00,25.90,25.32,30.57,26.06,30.59,27.55,,
Difference,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
