OVER DARWEN SEWAGE WORKS,,,,,,,,,,,,
Grid ref,SD689242,Long,-2.472684,Lat,53.713284,,,,,,,
Station no,RR8889,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,3.89,4.11,2.18,6.85,1.75,,2.59,,
February,,,,5.23,4.59,2.50,4.18,2.51,,2.28,,
March,,,,5.40,2.57,3.65,3.99,3.97,,3.49,,
April,,,,2.86,3.10,3.79,2.54,2.14,,3.93,,
May,,,,3.49,1.90,0.77,4.30,4.57,,3.05,,
June,,,,1.48,2.42,0.51,1.31,8.25,,3.89,,
July,,,,3.53,1.54,3.30,2.41,3.42,,5.77,,
August,,,,5.42,4.63,4.46,3.40,5.83,,3.02,,
September,,,,5.18,1.01,3.14,2.38,1.55,,2.70,,
October,,,,9.90,3.60,4.34,5.66,3.44,,6.47,,
November,,,,3.77,4.11,5.13,4.53,2.91,,1.71,,
December,,,,3.87,3.01,1.35,4.29,4.94,,7.18,,
Total,,,,54.02,36.59,35.12,45.84,45.28,,46.08,,
Calc annual,0.00,0.00,0.00,54.02,36.59,35.12,45.84,45.28,0.00,46.08,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,NaN,0.00,,
