STOGURSEY-FAIRFIELD-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST186429,Long,-3.16591,Lat,51.179516,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.99,3.87,2.86,4.12,4.01,3.83,1.04,4.58,2.53,3.24,1.97,2.68,0.77,3.56,5.86,3.39,5.65,2.53,4.6,3,6.47,2.29,2.99,2.11,2.83,5.4,0.9,0.82,3.16,3.08,0.54,1.88,4.32,3.3,2.98,1.89,4.24,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,7.98,0.36,3.91,2.02,3.01,2.78,1.24,0.68,1.68,0.07,3.98,0.24,2.68,2.4,4.35,0.98,1.26,2.15,3,0.27,1.84,0.67,2.05,1.8,1.52,1.06,1.66,5.41,4.12,1.18,1.57,3.24,2.83,0.19,4.69,3.42,0.22,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.11,1.27,0.5,0.9,3.56,3.03,0.13,3.04,1.29,2.3,3.09,2.55,0.96,3.25,5.09,0.19,1.41,2.38,2.66,1.71,1.28,0.35,0.58,0.87,5.52,1.44,1.3,0.96,3.44,1.91,0.8,3.79,1.34,1.09,2.11,0.94,3.63,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,1.81,2.44,2.82,2.42,1.4,2.05,0.6,2.97,2.69,2.63,1.28,3.31,4.25,2.54,3.08,0.11,3.06,2.54,2.46,1.56,0.82,1.55,0.59,3.31,2.73,1.63,1.7,2.27,3.34,2.52,3.16,0.27,1.04,1.22,0.03,0.58,3.15,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.82,3.03,3.16,1.08,1.44,0.5,2.29,1.57,3.84,3.55,2.54,1.19,1.68,1.55,1.95,1.99,1.07,2.02,1.53,5.55,2.78,4.1,4.13,4.97,2.81,3.82,2.58,2.61,3.17,4.01,1.58,1.52,4.36,0.69,1.3,2.51,1,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.55,3.08,0.03,2.34,1.95,2.29,2.23,0.59,2.37,0.96,1.6,2,1.79,3.4,0.62,1.52,2.61,0.82,1.57,0.37,1.16,2.02,2.19,2.82,1.72,2.1,0.18,1.34,0.66,2.27,2.46,3.64,3.28,1.91,1.99,4.36,0.8,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.74,3.37,3.25,2.02,4.64,2.19,1.13,1.67,4.43,2.25,1.51,0.2,0.52,4.85,2.7,2.86,3.19,4.08,2.52,1.26,1.97,1.42,2.63,2.08,1.43,2.93,3.58,3.52,2.27,0.94,2.93,2.88,1.75,2.33,2.41,1.83,3.27,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.7,7.84,3.85,2,3.43,1.61,2.19,3.73,4.71,1.92,0.89,4.35,2.64,0.25,0.65,3.58,2.19,0.08,3.57,4.57,3.14,1.94,1.71,4.84,0.82,3.74,1.81,4.58,4.08,5.31,2.57,1.71,1.25,2.92,2.84,2.99,3.61,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.78,4.38,3.91,2.4,8.24,1.52,0.33,4.11,1.58,5.1,2.03,1.85,3.42,5.02,4.78,2.08,0.96,1.83,0.85,2.02,3.73,2.82,2.42,3.82,1.41,1.15,3.42,4.89,3.47,3.62,3.58,3.25,1.05,4.43,3.69,3.8,0.22,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.59,5.02,2.74,4.56,2.13,4.85,5.68,2.88,0.91,6.64,4.36,3.53,5.03,1.58,3.17,3.07,3.17,5,2.86,2.56,2.47,3.46,2.83,1.02,0.96,3.28,7.06,1.75,1.34,4.37,2.48,2.89,1.81,1.52,2.36,2.22,4.16,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
