"STOGURSEY (FAIRFIELD HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2097,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.60,3.00,6.47,2.29,2.99,2.11,2.83,5.40,0.90,0.82,,
February,3.00,0.27,1.84,0.67,2.05,1.80,1.52,1.06,1.66,5.41,,
March,2.66,1.71,1.28,0.35,0.58,0.87,5.52,1.44,1.30,0.96,,
April,2.46,1.56,0.82,1.55,0.59,3.31,2.73,1.63,1.70,2.27,,
May,1.53,5.55,2.78,4.10,4.13,4.97,2.81,3.82,2.58,2.61,,
June,1.57,0.37,1.16,2.02,2.19,2.82,1.72,2.10,0.18,1.34,,
July,2.52,1.26,1.97,1.42,2.63,2.08,1.43,2.93,3.58,3.52,,
August,3.57,4.57,3.14,1.94,1.71,4.84,0.82,3.74,1.81,4.58,,
September,0.85,2.02,3.73,2.82,2.42,3.82,1.41,1.15,3.42,4.89,,
October,2.86,2.56,2.47,3.46,2.83,1.02,0.96,3.28,7.06,1.75,,
November,2.92,1.28,2.60,5.68,1.07,5.31,2.00,1.69,4.68,6.25,,
December,1.92,3.15,2.53,3.55,5.25,3.79,2.42,5.05,1.76,2.88,,
Total,30.46,27.30,30.79,29.85,28.44,36.74,26.17,33.29,30.63,37.28,,
Calc annual,30.46,27.30,30.79,29.85,28.44,36.74,26.17,33.29,30.63,37.28,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
