"STOGURSEY (FAIRFIELD HOUSE)",,,,,,,,,,,,
Grid ref,ST186429,Long,-3.165910,Lat,51.179516,,,,,,,
Station no,2097,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.16,3.08,0.54,1.88,4.32,3.30,2.98,1.89,4.24,3.44,,
February,4.12,1.18,1.57,3.24,2.83,0.19,4.69,3.42,0.22,3.44,,
March,3.44,1.91,0.80,3.79,1.34,1.09,2.11,0.94,3.63,1.86,,
April,3.34,2.52,3.16,0.27,1.04,1.22,0.03,0.58,3.15,2.86,,
May,3.17,4.01,1.58,1.52,4.36,0.69,1.30,2.51,1.00,1.03,,
June,0.66,2.27,2.46,3.64,3.28,1.91,1.99,4.36,0.80,1.13,,
July,2.27,0.94,2.93,2.88,1.75,2.33,2.41,1.83,3.27,4.75,,
August,4.08,5.31,2.57,1.71,1.25,2.92,2.84,2.99,3.61,3.53,,
September,3.47,3.62,3.58,3.25,1.05,4.43,3.69,3.80,0.22,3.87,,
October,1.34,4.37,2.48,2.89,1.81,1.52,2.36,2.22,4.16,9.17,,
November,7.82,4.73,1.74,6.42,3.55,0.71,2.55,3.06,5.84,3.76,,
December,2.56,2.53,0.88,3.48,4.93,4.20,2.25,5.28,6.96,3.88,,
Total,39.43,36.47,24.29,34.97,31.51,24.51,29.20,32.88,37.10,42.72,,
Calc annual,39.43,36.47,24.29,34.97,31.51,24.51,29.20,32.88,37.10,42.72,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
