ENNIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY459319,Long,-2.840552,Lat,54.679238,Elevation,660,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,1.18,3.13,6.91,2.31,,,6.74,4.74,1.77,6.79,1.15,3.44,3.49,4.2,1.82,3.36,2.81,2.96,4.73,5.29,2.26,4.17,3.95,5.36,8.17,4.28,3.09,4.21,5.63,5.37,4.81,7.69,0.82,7.73,3.7,7.72,,,,,,,,
February,,,,,,,,3.57,4.32,3.37,6.93,,,8.59,4.26,2.93,3.15,2.91,2.5,3.21,7.25,4.56,2.29,3.04,6.16,5.79,4.74,1.06,5.49,0.64,4.56,0.06,3.95,5.98,0.57,6.96,3.95,0.96,4.9,0.65,0.56,3.42,0.05,,,,,,,,
March,,,,,,,,6.77,1.58,2.51,0.54,,,8.39,2.77,3.7,2.85,3.94,5.32,3.44,2.38,1.72,3.95,6.23,3.69,1.38,2.96,2.01,1.03,3.82,6.29,5.88,2.77,1.7,0.95,1.38,2.27,3.14,3.81,0.24,3.04,1.07,3.47,,,,,,,,
April,,,,,,,,2.27,4.34,2.09,2.92,,,1.62,3.6,3.54,0.83,2.1,2.22,2.42,2.54,2.48,0.7,5.51,1.43,2.32,3.06,2.73,0.86,1.96,3.17,0.98,2.9,3.21,1.58,4.63,2.08,2.45,0.92,1.29,1.64,2.75,3.84,,,,,,,,
May,,,,,,,,1.12,3.05,3.12,2.13,,,3.9,2.66,0.42,5.77,4.86,2.38,1.79,2.35,3.2,1.32,1.56,1.74,1.38,3.08,1.93,2,1.18,5.19,1.97,1.23,3.34,4.01,4.31,2.41,2.29,1.63,2.2,2,2.74,2.92,,,,,,,,
June,,,,,,,,1.64,2.81,0.89,3.72,,,1.47,1.5,1.38,1.01,5.06,1.92,2.66,1.22,4.05,4.83,2.37,1.51,1.02,1.93,2.62,0.88,2.13,1.7,0.34,2.02,0.68,1.45,0.14,3.31,3.09,5.59,1.34,2.63,5.03,1.8,,,,,,,,
July,,,,,,,3.34,1.58,1.4,4.21,1.17,,,3.6,1.1,1.28,2.08,1.95,3.41,4.73,3.93,0.44,4.13,0.95,3.93,3.3,2.89,1.56,3.45,0.74,5.33,2.53,4.8,3.12,4.43,1.67,3.9,5.55,3.59,4.1,4.67,4.29,5.73,,,,,,,,
August,,,,,,,2.53,4.92,6.8,1.22,6.23,,,5.61,4.49,3.32,3.98,3.47,4.55,3.39,7.14,2.84,4.75,1.72,1.31,3.39,1.91,6.39,4.16,2.7,1.82,5.6,2.43,8.58,2.5,3.12,4.24,7.52,7.04,4.22,7.67,2.94,1.84,,,,,,,,
September,,,,,,,4.81,4.56,1.31,5.3,1.96,,,4.54,1.07,2.95,1.42,0.44,3.44,2.27,0.45,2.94,1.77,2.09,2.55,0.88,2.42,3.77,9,2.47,2.33,1.55,4.36,4.25,4.8,4.03,4.76,9.27,1.94,1.39,2.99,1.69,5.2,,,,,,,,
October,,,,,,,6.15,2.11,3.55,3.98,6.28,,,11.21,1.74,3.16,6.52,5.84,1.81,5.85,2.83,4.87,4.36,3.33,0.99,0.5,8.7,6.36,4.21,2.15,2.1,3.46,1.05,7.45,3.32,5.09,4.68,4.63,6.89,5.24,6.01,2.6,6.51,,,,,,,,
November,,,,,,,1.18,2.71,3.43,6.71,2.82,,,2.63,3.42,3.76,4.06,3.2,3.35,2.13,3.54,4.62,3.8,4.79,6.88,1.21,6.1,3.95,3.5,3.79,3.44,1.9,1.46,6.7,2.96,1.52,6.33,3.69,7.02,7.04,5.53,6.81,2.93,,,,,,,,
December,,,,,,,4.61,6.23,6.61,2.11,6.82,,,3.08,3.77,2.07,3.05,5.9,2.67,8.47,4.51,9.06,6.74,3.93,7.99,7.73,3.32,1.68,4.59,6.41,3.28,6.55,6.99,3.69,7.75,5.35,0.9,1.51,3.53,10.61,4.33,2.98,4.06,,,,,,,,
Total,,,,,,,,38.66,42.33,42.42,43.83,,,61.38,35.12,30.28,41.51,40.82,37.01,43.85,42.34,42.6,42,38.33,41.14,33.63,46.4,36.32,43.34,31.94,44.57,38.99,38.24,51.79,38.53,43.83,44.2,48.91,54.55,39.14,48.8,40.02,46.07,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890s GAUGE MOVED FROM Blencowe School 1/2 mile to the north hence part year record 1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
