"ST MELLION ( PENTILLIE CASTLE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1944,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.77,5.11,6.63,3.31,6.26,6.05,8.14,7.36,10.44,3.57,8.29,
February,1.33,0.36,3.54,12.44,1.79,7.52,3.80,4.09,4.57,2.35,2.48,
March,5.19,5.64,3.80,2.98,3.06,0.61,0.71,4.99,6.48,0.62,3.11,
April,4.98,0.71,3.85,3.99,4.93,3.55,2.49,2.74,1.29,0.90,2.97,
May,2.36,2.73,1.43,2.89,5.12,5.16,2.87,0.77,1.57,4.14,4.06,
June,2.73,0.10,1.02,0.61,2.64,0.02,4.02,3.41,2.86,3.42,1.18,
July,5.70,1.21,4.65,1.21,6.89,3.14,2.54,7.26,2.13,1.84,3.33,
August,1.85,2.95,4.47,4.17,4.43,5.96,1.23,5.13,2.08,3.85,6.09,
September,2.12,1.20,3.56,4.11,6.58,4.76,0.62,7.37,1.83,0.52,7.47,
October,4.59,1.27,2.01,8.06,8.34,5.89,2.83,2.97,9.02,8.58,-999.00,
November,2.99,5.10,2.53,4.65,5.61,5.11,11.25,5.02,6.17,17.53,6.89,
December,6.98,2.27,7.68,7.08,8.96,6.61,0.76,5.51,6.73,12.37,5.82,
Total,50.59,28.65,45.17,55.50,64.61,54.38,41.26,56.62,55.17,59.69,56.82,
Calc annual,50.59,28.65,45.17,55.50,64.61,54.38,41.26,56.62,55.17,59.69,51.69,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,5.13,
