HURSTPIERPOINT-BRUNDALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ280166,Long,-0.179768,Lat,50.934652,Elevation,140,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,494/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,3.28,6.12,2.74,2.79,3.09,6.18,2.67,2.16,3.21,3.29,6.24,1.58,1.2,4.08,2.7,1.26,1.42,4.41,5.16,2.73,4.27,3.14,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,0.57,1.71,3.15,4.46,0.49,1.85,0.67,2.19,3.22,2.33,1.42,1.73,6.1,7.11,0.87,1.43,2.7,2.32,0.34,5.15,2.41,0.02,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4.17,0.52,1.52,3.45,3.27,2.99,0.27,0.14,1.59,1.48,6.68,0.93,0.89,2.08,3.91,2.76,0.17,3.93,1.15,0.43,1.45,1.89,1.86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,2.44,0.27,2.58,1.38,1.38,1.5,1.38,1.88,1.11,1.92,1.91,1.7,1.46,2.1,2.5,2.4,2.97,0.41,0.27,1.47,0.15,0.8,2.8,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.42,2.33,1.32,1.86,2.05,3.09,3.23,0.42,2.18,2.54,1.29,3.13,1.75,0.8,2.89,2.22,1.73,1.6,4.2,0.42,0.73,2.96,0.68,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.08,0.46,1.19,0.31,1.71,0.14,1.07,1.42,2.27,3.29,2.98,2.6,0.85,1.08,2.15,1.62,1.6,4.4,1.99,2.4,1.82,4.16,1.05,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.25,1.76,2.25,3.15,2.86,1.69,1.85,2.6,3.76,1.6,2.65,1.55,0.14,2.72,2.75,1.19,3.85,4.11,1.66,2.68,4.14,1.82,1.77,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.35,1.4,2.77,0.05,4.2,3.45,1.26,1.78,2.02,6.87,0.59,4.91,1.51,2.65,5.94,2.23,2.16,2.97,1.1,5.31,2.62,5.13,1.24,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,2.32,2.86,0.68,1.59,0.34,2.15,1.37,2.76,1.83,3.57,1.99,2.3,1.82,3.31,3.4,3.12,4.01,3.63,2.73,3.97,3.57,4.14,0.11,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,2.71,4.75,5.94,4.11,1.11,3.36,2.92,4.76,3.14,0.82,0.72,2.23,8.95,0.69,1.37,3.55,3.99,2.67,3.32,1.11,1.62,3.85,2.91,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
