"HARTLEPOOL HURWORTH BURN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.42,1.64,0.78,1.60,2.67,2.41,3.66,1.54,1.02,1.41,,
February,1.29,3.46,0.34,1.04,0.92,1.28,1.25,0.66,1.51,1.13,,
March,0.63,3.32,2.06,2.62,1.78,1.70,2.60,2.07,4.31,3.28,,
April,2.89,1.08,4.00,1.39,2.05,1.86,1.62,1.10,2.92,2.17,,
May,1.39,1.20,2.54,1.76,0.87,4.58,3.38,2.06,0.62,2.28,,
June,1.75,1.33,3.35,1.86,0.76,1.92,0.63,0.27,1.57,0.31,,
July,4.45,3.53,2.84,4.89,2.82,0.95,6.07,1.03,6.26,2.44,,
August,2.02,5.46,2.39,0.99,1.26,2.29,1.63,2.26,1.88,2.68,,
September,3.84,3.49,2.20,4.47,1.18,2.21,1.43,3.91,1.44,0.82,,
October,4.82,3.13,4.77,1.61,1.62,4.32,3.45,3.16,0.58,5.40,,
November,2.61,1.15,2.94,1.01,1.47,1.39,4.15,3.69,3.64,1.10,,
December,3.29,2.69,4.38,1.79,1.56,1.38,3.73,3.12,0.92,1.21,,
Total,29.40,31.48,32.59,25.03,18.96,26.29,33.60,24.87,26.67,24.23,,
Calc annual,29.40,31.48,32.59,25.03,18.96,26.29,33.60,24.87,26.67,24.23,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
