FINCASTLE HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN868623,Long,-3.852171,Lat,56.73856,Elevation,980,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,3.39,5.34,1.75,2.56,2.44,4.31,5.16,9.92,4.24,2.78,3.3,4.23,4.61,8.13,1.22,3.39,3.49,4.39,3.49,3.98,1.72,3.34,7.69,6.26,2.98,1.99,1.51,4.4,6.09,4.16,4.82,5.07,5.35,5.74,2.75,3.27,2.75,3.35,0.87,3.71,1.92,2.8,4.77,2.51,2.26,2.72
February,,,,,,6.78,7.11,0.77,4.08,1.17,3.99,0.12,3.06,8.79,1.18,4.64,4.88,1.61,3.09,1.86,0.19,1.17,0.04,3.19,0.46,2.9,1.86,2.69,1.94,3.22,1.75,4.34,2.25,2.62,1.18,4.37,2.9,0.98,4.26,2.92,5.15,2.97,1.11,1.04,3.09,2.19,1.87,3.56,2.21,0.74,3.82
March,,,,,,3.33,4.23,2.3,0.75,1.88,3.18,7.11,1.53,1.85,0.44,1.94,2.23,3.62,4.2,0.32,1.44,0.86,1.91,1.23,1.71,2.06,1.35,1.21,1.14,3.49,3.09,1.56,2.68,1.95,0.7,2.38,1.08,2.96,3.15,1.99,2.09,1.91,2.35,1.03,2.32,0.62,2.93,3.47,1.24,2.83,1.96
April,,,,,,2.08,2.08,1.07,0.96,2.27,1.37,0.28,2.25,3.1,2.55,4.08,1.95,2.03,0.95,1.21,1.38,1.82,2.97,1.29,2.5,2.11,0.48,0.8,0.51,1.58,2.85,0.95,2.93,2.38,2.4,0.97,0.47,4.91,1.73,2.78,2.7,2.54,1.43,1.48,0.96,1.23,0.81,0.89,0.82,3.24,3.83
May,,,,,,1.28,2.72,2.48,5.02,2.01,2.39,2.71,2.47,1.98,3.28,5.54,2.75,1.85,1.41,2.85,1.39,4.02,1.66,1.92,2.18,0.41,0.6,2.93,3.21,1.05,1.26,2.24,4.22,2.79,2.45,5.21,1.75,3.5,3.17,2.64,1.49,1.88,3.29,3.12,5.56,2.28,1.8,1.92,3.29,1.02,2.42
June,,,,,,1.42,1.81,2.7,0.86,1.59,1.12,0.68,1.42,0.53,1.58,0.69,3.47,2.59,2.54,1.64,1.59,4.98,0.76,1.38,0.97,5.32,1.13,1.91,4.28,1.6,0.39,0.83,1.41,3.1,3.66,3.37,3.51,3.76,3.49,1.63,1.39,1.79,2.2,2.91,2.1,1.5,2.87,1.37,2.84,2.15,2.25
July,,,,,,3.79,6.02,1.36,6.02,0.26,2.66,2.87,2.87,2.99,4.01,2.47,2.17,4.08,1.21,2.72,1.72,6.23,4.22,3.31,3.66,0.74,5.02,3.69,4.86,6.08,4.91,3.31,2.13,2.23,2.91,3.79,3.98,5.11,1.93,1.55,4.74,2.3,1.97,2.93,2.57,0.4,4.26,4.19,4.06,4.41,2.64
August,,,,,,4.09,3.1,4.73,1.99,1.86,4.11,5.15,1.85,5.97,5.03,3.49,1.69,5.33,6.07,3.6,7.28,1.38,1.88,1.25,4.62,1.93,1.74,3.01,2.29,1.94,1.3,4.49,3.66,4.73,2.51,1.7,2.8,0.05,7.24,2.9,5.11,6.24,3.34,2.35,3.12,1.17,5.88,3.47,5.37,1.55,2.66
September,,,,,,1.79,1.3,2.02,4.58,2.6,1.9,1.35,2.85,3.12,5.68,2.9,2.53,3.63,3.6,1.37,3.48,0.99,1.61,1.99,4.62,4.47,2.58,2.32,3.61,2.7,1.51,2.14,4.19,3.2,3.53,5.1,4.18,4.18,3.56,1.19,5.83,2.77,1.12,4.22,3.4,2.16,5.78,1.91,4.66,1.14,2.72
October,,,,,,4.14,7.55,4.57,3.72,0.56,3.49,2.25,1.31,5,4.62,4.3,5.7,4.18,4.72,3.23,5.08,1.5,5.41,2.48,4.92,6.32,3.66,2.27,6.32,6.7,5.69,3.93,3.54,6.79,4.57,4.26,0.4,2.44,3.91,3.58,2.31,1.35,4.34,2.87,6.11,2.78,2.48,1.96,2.92,5.15,3.79
November,,,,,,2.76,4.7,4.12,4.49,3.2,5.04,2.58,1.76,3.43,2.29,0.95,6.85,2.98,3.54,3.16,4.26,6.15,1.97,2.38,0.08,3.78,2.77,0.32,6.23,6.35,5.41,6.61,1.21,2.38,4.31,0.95,5.21,4.51,2.07,3.67,2.82,8.13,1.97,3.48,7.43,2.15,1.3,0.67,1.1,4.93,4.02
December,,,,,,5.5,3.9,1.38,3.41,3.89,4.29,5.75,4.39,2.62,6.61,4.31,1.26,1.06,2.44,6.87,3.65,1.79,5.08,0.69,8.4,1.4,3.29,2.64,3.97,2.25,3.32,3.61,5.67,2.54,4.48,5.34,4.73,2.18,6.84,5.13,2.05,4.8,2.23,5.13,6.12,6.35,5.42,3.9,4.29,6.61,3.27
Total,,,,,,40.35,49.86,29.25,38.44,23.73,37.85,36.01,35.68,43.62,40.05,38.61,39.71,37.57,41.9,30.05,34.85,34.38,31.9,24.6,38.1,33.16,27.82,31.48,44.62,39.94,33.47,35.52,38.29,40.8,36.86,42.26,36.08,39.93,47.09,32.73,38.95,39.43,28.7,31.43,46.49,24.75,38.2,32.08,35.31,36.03,36.1
