DOUGLAS DERBY SQUARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SC381763,Long,-4.480488,Lat,54.15693,Elevation,78,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,,,5.71,4.12,4.24,8.72,7.87,5.15,6.65,2.28,10.15,4.64,3.23,0.74,1.42,2.71,4.23,6.11,3.41,4.24,2.87,1.64,1.91,4.38,1.38,2.13,2.16,2.96,2.33,2.22,,,
February,,,,,,,,,,4.97,3.56,4.94,4.98,1.80,2.39,2.55,3.64,3.32,3.37,4.46,3.62,3.63,3.03,2.09,4.12,3.71,2.11,1.18,1.01,2.88,1.51,0.24,1.05,4.48,4.77,0.90,1.45,,,
March,,,,,,,,,,1.80,2.82,2.22,3.61,3.68,1.76,1.26,3.18,3.00,2.25,2.67,2.67,3.50,4.85,1.12,3.26,3.22,3.92,1.73,3.34,2.64,2.45,1.12,0.79,0.87,2.23,4.05,3.55,,,
April,,,,,,,,,,3.06,1.29,4.63,2.21,0.42,1.79,0.91,1.65,2.81,3.33,2.09,2.85,1.66,3.98,1.30,1.75,3.05,2.25,1.46,2.58,3.97,1.70,2.19,1.45,1.23,2.28,2.41,1.20,,,
May,,,,,,,,,2.79,3.59,2.31,0.88,1.97,1.65,1.39,2.64,0.59,3.24,3.22,2.20,0.76,2.79,1.07,2.05,1.14,2.18,4.58,1.46,1.80,2.94,3.21,1.19,3.36,1.31,3.53,0.60,0.19,,,
June,,,,,,,,,0.52,1.05,1.08,1.52,6.14,1.11,0.48,2.93,2.49,2.60,2.76,4.15,2.68,4.42,3.48,1.99,0.68,1.93,1.45,0.67,2.26,0.48,2.97,2.95,2.52,1.00,3.38,0.79,2.90,,,
July,,,,,,,,,0.36,1.36,1.07,2.39,4.12,2.75,2.61,4.56,3.12,3.65,0.56,6.21,4.77,2.47,5.19,1.59,4.18,2.36,5.08,2.29,5.98,2.44,2.45,1.59,2.80,3.51,2.07,3.11,5.49,,,
August,,,,,,,,,5.46,1.91,1.92,4.14,5.61,2.91,5.89,2.15,4.61,5.53,3.69,5.87,0.66,4.65,3.46,3.22,1.56,1.71,2.41,1.10,2.93,5.59,3.48,6.71,5.98,3.34,2.70,5.08,1.77,,,
September,,,,,,,,,2.89,6.60,2.64,3.73,6.37,2.49,2.38,3.39,3.14,2.32,4.00,4.88,4.63,3.73,3.90,7.52,2.66,5.67,3.73,3.08,0.85,3.07,3.58,6.12,3.05,2.23,0.56,0.80,4.73,,,
October,,,,,,,,,3.82,3.01,8.53,4.79,4.98,4.53,4.82,4.56,4.46,6.94,4.98,1.64,6.23,2.52,4.48,4.36,2.06,3.65,3.73,2.96,2.58,3.61,1.98,5.05,5.20,3.61,5.91,4.72,3.88,,,
November,,,,,,,,,2.60,5.29,2.96,4.73,6.79,3.04,7.00,5.63,3.59,8.78,2.60,1.17,4.15,4.21,7.29,4.64,3.71,1.96,4.48,3.22,4.87,2.55,7.23,4.61,2.70,1.52,3.36,3.70,1.69,,,
December,,,,,,,,,9.33,4.42,4.52,4.45,7.44,1.52,3.80,1.90,6.65,6.61,2.78,2.13,3.62,3.92,4.51,3.57,4.69,1.89,6.22,2.79,4.25,3.13,2.39,7.07,3.10,3.95,4.42,3.71,6.61,,,
Total,,,,,,,,,,42.77,36.82,42.66,62.94,33.77,39.46,39.13,39.40,58.95,38.18,40.70,37.38,38.92,47.95,37.68,35.92,34.74,44.20,24.81,34.09,35.21,37.33,40.22,34.13,29.21,38.17,32.20,35.68,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Met Office misfiled 1880s sheet in 1890s folder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer was Philip Killey who lived at 10 Derby Square Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Explanatory note on sheet - ""1881 Feby about 3 inches short and total 5 inches short""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Explanatory note on sheet - ""1883 Sept 28th gauge overflowed""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR and elevation verified to OS map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
