BURY GIN HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD807141,Long,-2.29327,Lat,53.623077,Elevation,474,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.03,3.77,6.49,7.3,3.5,3.46,3.86,4.09,2.43,6.61,2.66,4.62,2.87,5.93,1.67,4.89,4.85,3.24,7.11,3.42,3.95,4.05,5.74,5.18,7.75,5.17,4.56,4.02,3.62,5.88,5.23,12.52,2.62,6.32,6.37,4.57,2.82,3.93,2.49,5.21,4.1,5.75,5.8,1.9,1.35,5.89,6.46,6.29,4.49,5.31,3.76,10.81,2.63,3.69,5.22,5.76,2.1,4.71,3.43,6.61,4.33,4.71,3.6,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,3.26,4.08,1.79,3.97,1.83,2.17,4.63,4.6,2.83,4.87,2.86,4.28,3.01,4.84,5.66,2.04,1.81,2.79,5.24,5.28,1.42,6.88,1.32,4.72,0.52,5.8,7.07,1.73,7.79,4.6,2.17,5.96,1.26,0.5,6.07,0.21,4,0.59,4.8,3,6.85,2.19,5.47,2.65,4.99,2.3,3.01,2.59,5.98,7.15,0.68,3.6,3.55,5.73,3.2,1.66,1.87,4.14,2.59,1.26,3.38,7.6,0.67,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,4.67,2.76,2.82,0.72,2.53,2.87,4.99,2.9,4.2,3.88,4.11,3.91,3.46,1.12,2.1,6.2,5.52,5.61,1.94,2.73,2.73,2.3,7.42,4.18,4.14,3.84,2.45,1.73,2.17,2.9,5.7,3.38,1.65,3.27,0.45,2.9,3.05,2.83,1.76,3.09,1.85,1.15,2.53,3.17,4.15,4.6,1.44,0.7,1.66,1.19,6.53,1.82,2.21,2.68,5.41,3.12,2.46,3.41,2.13,1.82,4.46,2.57,2.33,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.26,2.35,4.53,3.09,2.72,2.82,2.94,2.85,3.96,2.41,2.13,2.86,3.9,3.13,2.94,1,5.1,1.8,2.01,3.61,2.11,1.11,2.95,5.89,2.02,3.08,4.12,1.95,3.2,1.94,3.59,1.25,1.33,2.79,3.87,4.56,2.1,2.59,3.97,1.16,3.01,0.75,2.49,2.94,1.98,2.32,2.7,3.5,2.6,1.82,3.98,2.17,4.36,4.15,2.52,3.89,3.63,0.9,2.85,3.87,0.75,1.57,3.22,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.14,3.57,3.35,2.31,1.35,3.37,4.16,2.81,0.64,4.25,4.62,3.08,2.83,3.47,2.32,3.33,3.54,2.45,1.61,2.6,1.65,3.31,2.15,7.01,3.18,2.21,4.45,5.9,5.54,3.72,1.6,1.47,3.49,2.04,3.04,5.03,2.1,3.65,1.36,1.08,2.32,4.29,1.76,1.2,2.69,3.38,3.27,3.48,4.83,1.41,2.41,1.84,3.66,2.14,1.98,2.71,2.57,3.33,4,2.01,2.63,4.72,1.12,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,4.63,3.02,1.65,3.75,2.39,1.7,1.98,1.53,3.49,2.28,8.17,2.19,2.57,3.46,3.67,6.14,2.77,2.01,1.94,3.27,2.7,1.86,1.83,3.62,0.44,2.76,1,2.47,0.02,2.9,5.2,7.8,1.45,1.94,6.26,0.79,2.53,2.32,4.1,4.84,1.81,5.31,3.73,1.06,0.47,0.81,3.82,2.93,5.62,4.25,2.86,6.1,0.7,2.92,1.76,4.26,2.79,3.87,4.06,2.32,2.17,5.22,3.79,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.69,0.69,2.38,2.83,1.47,3.35,3.89,1.85,2.78,1.9,2.98,5.35,6.65,4.83,0.21,4.84,0.94,6.04,4.56,2.04,3.42,4.26,2.13,8,1.91,5.25,4.95,5.07,2.1,2.49,3.27,2.26,3.67,6.12,4.99,4.35,3.37,1.95,1.83,4.59,2.45,4.42,7.42,4.1,2.03,5.2,2.79,3.96,3.05,4.67,3.23,2.61,2.09,5.42,2.96,2.61,6.35,6.03,1.18,6.28,6.29,3.98,4.37,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,4.51,7.53,1.4,6.33,2.99,4.68,6.28,4.91,4.95,5.38,5.13,3.9,3.23,6.98,2.22,7.53,2.41,3.5,6.6,3.88,7.04,3.66,4.41,3.07,6.82,5.89,6.22,7.57,4.84,5.38,7.2,6.58,6,8.21,6.97,1.16,1.79,3.64,1.85,2.99,2.85,3.44,2.8,1.81,7.88,5.31,6.8,3.54,3.79,7.48,0.32,5.08,4.38,7.52,4.28,5.49,5.61,6.56,1.39,10.7,6.38,6.2,0.51,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,5.3,1.65,7.6,1.67,1.82,2.01,5.57,1.64,2.87,1.66,1.44,4.6,3.23,0.33,4.44,2.11,2.15,5.77,0.73,3.13,3.02,13.04,2.34,2.9,1.76,4.86,5.25,5.02,4.63,4.3,6.65,0.79,2.23,3.94,3.87,4.36,1.16,3.62,8.25,5.37,1.78,2.16,1.27,4.66,1.12,2.69,5.68,5.36,3.14,8.68,3.37,3.21,1.52,8.27,3.54,3.92,5.86,5.95,3.58,3.84,6.76,5.74,0.39,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,2.45,4.78,3.72,6,3.11,5.14,9.94,2.92,4.08,6.85,4.68,2.35,6.47,4.31,3.33,5.9,2.12,2.98,1.99,8.76,10.16,4.95,3.11,1.69,3.1,0.74,6.87,6.09,5.65,4.6,4.85,6.45,7.14,6.8,2.81,8.29,5.55,6.45,8.99,5.72,2.31,11.3,2.4,4.96,5.15,6.59,3.86,5.62,7.13,0.87,1.01,2.99,5.64,2.97,1.2,5.11,2.07,8.92,2.62,3.58,6.89,4.6,5.18,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
