"BURY (GIN HALL) NO.1",,,,,,,,,,,,
Grid ref,SD805144,Long,-2.296313,Lat,53.625766,,,,,,,
Station no,2866,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.17,5.63,2.04,4.90,3.42,6.64,4.31,4.59,3.58,6.41,,
February,3.22,1.66,2.06,3.98,2.68,1.21,3.45,7.05,0.64,3.25,,
March,5.51,2.99,2.54,3.36,2.11,1.83,4.41,2.38,2.39,1.27,,
April,2.39,3.87,3.64,0.93,2.85,4.05,0.73,1.61,3.25,2.93,,
May,1.96,2.66,2.60,3.31,3.95,2.02,2.61,4.77,1.17,2.80,,
June,1.48,4.20,2.79,3.92,4.01,2.41,2.16,5.17,3.74,1.59,,
July,2.99,2.54,6.23,5.94,1.16,6.11,6.22,4.08,4.43,8.05,,
August,4.11,5.56,5.80,6.79,1.37,10.66,6.26,6.73,0.51,5.70,,
September,3.47,3.94,5.88,5.94,3.80,3.83,6.51,5.70,0.36,3.49,,
October,1.11,4.86,2.01,8.71,2.66,3.58,6.90,4.83,5.18,5.38,,
November,9.14,2.79,5.40,6.74,2.45,1.88,2.12,2.22,4.77,7.79,,
December,8.95,4.95,2.19,7.76,6.31,4.95,5.52,5.38,8.95,5.26,,
Total,49.50,45.65,43.18,62.28,36.77,49.17,51.20,54.51,38.97,53.92,,
Calc annual,49.50,45.65,43.18,62.28,36.77,49.17,51.20,54.51,38.97,53.92,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
