RAWTENSTALL CLOUGHBOTTOM RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD845266,Long,-2.236448,Lat,53.735555,Elevation,1025,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.08,3.79,6.62,6.05,3.13,3.69,5.19,5.58,2.75,7.88,2.42,4.72,3.02,5.37,1.67,3.63,4.49,3.41,6.01,3.81,2.48,3.09,5.19,5.2,9.03,4.33,5.85,4.56,4.77,7.38,5.66,13.14,2.37,7.47,7,6.47,3.91,5.02,2.7,6.38,5.12,6.92,5.9,2.06,1.73,4.93,6.87,7.14,4.97,5.78,4.05,9.93,3.29,3.69,4.54,5.44,2.13,5.35,2.38,5.69,4.61,5.13,3.62,5.76
February,,,,,,,,3.09,3.96,2.21,3.73,2.07,1.88,5.23,4.39,3.16,4.58,2.65,3.91,3.63,5.64,5.2,2.31,2.15,3.95,6.37,4.93,0.9,6,1.13,4.26,0.73,5.29,8.04,2.03,7.81,4.98,2.59,5.42,1.11,0.83,6.11,0.33,3.63,0.52,6.94,3.32,6.14,2.52,5.26,2.23,5.33,2.3,3.86,2.3,6.14,6.84,0.87,3.21,3.94,5.91,4,1.65,2.09,3.63,2.05,1.43,4.09,7.05,0.76,3.69
March,,,,,,,,5.26,2.47,2.84,0.9,3.39,2.94,7.71,2.88,4.52,3.69,4.49,3.78,3.08,1.19,2.2,6.11,5.88,5.62,1.95,2.4,3.35,2.02,5.05,4.5,4.63,4.26,3.03,2.02,2.29,3.35,5.4,4.58,1.44,3.61,0.55,3.47,3.25,3.13,1.59,3.12,2.23,2.41,3.45,3.74,4.17,4.33,1.4,0.79,1.81,1.1,8.48,2.21,1.96,2.91,5.22,2.33,2.52,3.88,2.38,2.27,4.59,2.21,2.48,1.49
April,,,,,,,,4.1,3.22,4.67,3.39,2.99,2.78,2.93,3.48,4.34,1.98,2.7,3.77,3.87,4.35,3.06,1.09,6.34,1.64,2.85,4,2.07,1.25,2.57,6.86,2.54,4.12,5.15,2.81,3.75,2.51,4.45,1.85,1.72,3.41,4.35,4.8,1.88,3.51,3.24,1.24,4.33,0.85,2.62,3.7,2.28,2.47,2.97,3.24,2.85,1.58,4.66,2.59,4.2,3.84,2.67,3.66,4.21,0.82,2.84,3.33,0.49,1.66,3.7,3.15
May,,,,,,,,2.27,3.47,3.23,2.43,1.51,3.8,3.42,3.46,0.92,4.61,4.2,3.49,3.08,3.95,4.79,2.57,4.39,2.66,1.58,3.1,2.04,2.51,2.26,6.1,3.37,2.46,5.16,6.74,4.69,4.34,2.1,1.76,3.71,2.66,2.98,4.84,3.17,4.07,1.19,0.88,2.45,4.43,1.73,1.31,3.11,3.96,3.34,3.4,4.64,1.63,2.17,1.74,3.07,2.22,2.1,2.47,2.47,4.04,4.48,2.07,1.81,5.48,2.25,2.06
June,,,,,,,,4.79,3.58,1.73,3.83,1.78,1.64,1.49,1.44,2.71,2.39,8.45,2.08,2.85,3.19,4.57,6.71,2.27,2.3,0.94,3.21,2.94,2.32,2.37,2.7,0.58,3.23,1.68,3.2,0.08,3.6,4.28,7.22,1.99,2.75,7.22,1.5,2.67,3.03,4.14,4.57,2.61,5.42,4.29,1.06,0.59,1.56,3.7,4.22,6.64,3.39,3.35,6.37,0.83,2.79,1.38,4.88,3.35,3.12,3.34,3.59,2.55,4.63,3.94,1.48
July,,,,,,,,2.28,1.82,2.5,3.02,0.9,4.16,4.14,1.76,2.1,2.62,3.2,6.15,6.32,4.63,0.54,5.04,1.28,4.83,5.28,2.55,2.01,3.61,2.74,7.91,2.22,5.93,5.91,5.17,2.19,2.98,4.53,2.22,3.61,6.85,5.49,5.08,4.01,2.9,2.45,5,2.51,6.54,8.34,5.14,2.27,5.76,2.93,3.66,3.43,4.71,3.8,3.05,2.32,5.44,4.24,2.75,6.29,6.28,1.36,6.32,5.87,3.85,3.73,7.97
August,,,,,,,,6.75,6.05,1.98,5.33,3.08,4.69,6.64,5.28,4.94,4.58,5.19,4.25,4.11,7.3,2.84,8.49,2.17,3.26,4.34,4.27,8.36,3.96,4.55,3.03,6.26,5.8,7.66,8.23,6.65,5.27,8.22,8.47,4.98,8.91,6.6,1.49,2.59,4.61,1.76,3.54,2.56,5.41,3.72,3.17,6.8,5.52,8.07,3.91,3.31,8.92,0.19,4.87,3.51,7.65,5.96,7.35,6.18,7.75,1.84,12.92,6.83,4.49,0.62,6.39
September,,,,,,,,5.82,1.51,8.59,2.05,1.91,1.98,6.12,1.88,3.63,1.55,1.03,4.4,3.27,0.49,3.78,2.04,1.97,3.41,1.06,2.84,2.43,12.89,2.66,2.82,2.66,5.46,6.9,6.11,4.82,4.86,7.01,0.8,2.39,5.59,5.12,6.27,3.49,4.4,8.38,5.99,2.09,2.87,0.66,4.96,1.23,3.33,5.83,7,3.59,8.16,3.82,4.56,1.75,8.59,3.27,5.01,5.26,6.85,4.04,4.62,7.38,5,0.3,3.68
October,,,,,,,,2.52,5.34,3.75,6.69,4.46,5.19,11.9,2.61,4.6,8.12,5.3,2.04,6.4,4.51,4.07,5.16,2.37,2.93,1.49,9.62,8.64,4.29,2.87,1.8,3.33,1.4,7.59,5.6,6.99,4.23,6.19,6.88,7.48,8.48,3.49,8.49,6.12,6.22,10.9,5.66,2.48,11.73,2.62,5.12,5.54,8.65,3.87,6.34,6.71,1.19,1.29,3,5.89,3.54,1.28,5.41,2.66,9.41,3.92,3.37,6.46,5.2,5.66,5.34
