"ROTHERHAM THRYBERGH",,,,,,,,,,,,
Grid ref,SK474961,Long,-1.287581,Lat,53.459525,,,,,,,
Station no,3134,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.96,1.37,0.69,1.86,1.85,0.45,2.65,0.73,0.90,0.88,,
February,4.09,1.03,1.38,1.41,4.18,0.84,2.20,1.05,1.83,0.59,,
March,0.48,1.51,1.40,2.58,1.93,1.98,1.18,1.13,2.93,3.03,,
April,0.90,1.32,2.36,1.48,1.35,1.90,0.57,1.95,2.17,1.31,,
May,1.39,0.91,2.50,2.73,1.72,0.57,1.35,3.58,2.66,1.77,,
June,2.31,1.17,1.96,1.50,0.38,2.29,2.03,3.53,1.38,3.12,,
July,2.55,3.14,1.25,1.72,2.06,1.79,1.33,2.13,1.91,4.52,,
August,4.58,1.17,2.81,2.72,3.72,2.55,1.12,1.70,2.13,2.47,,
September,0.64,0.90,0.95,2.60,1.01,1.17,0.90,0.41,1.36,2.02,,
October,2.38,1.93,2.74,5.01,0.54,1.35,4.47,5.83,0.94,2.13,,
November,2.12,2.56,1.92,1.20,1.19,3.07,2.64,2.05,1.03,0.32,,
December,3.16,5.13,1.89,1.00,1.39,0.50,2.22,1.99,1.61,5.14,,
Total,27.56,22.14,21.85,25.81,21.32,18.46,22.66,26.08,20.85,27.30,,
Calc annual,27.56,22.14,21.85,25.81,21.32,18.46,22.66,26.08,20.85,27.30,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
