"PENTLAND HILLS (GLEN COTTAGE)",,,,,,,,,,,,
Grid ref,NT223635,Long,-3.242872,Lat,55.858402,,,,,,,
Station no,5122,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.06,3.54,0.65,3.49,2.40,2.04,4.21,1.62,1.32,3.42,,
February,3.00,0.68,1.15,2.27,1.82,2.02,2.82,2.68,0.68,2.60,,
March,3.82,1.84,0.81,2.11,2.20,1.57,2.08,1.98,0.86,1.61,,
April,4.15,2.31,3.83,1.49,1.03,0.90,1.03,2.27,2.20,1.25,,
May,3.70,1.91,2.21,5.05,3.16,1.33,1.58,2.48,0.74,1.15,,
June,2.26,2.98,1.92,3.28,1.04,2.77,1.87,3.56,1.84,1.54,,
July,3.80,2.57,4.66,2.49,2.30,5.46,5.77,6.64,3.20,2.66,,
August,6.42,4.39,1.95,6.39,1.35,7.84,4.52,3.13,0.50,3.99,,
September,1.83,3.06,3.08,3.78,1.78,4.43,1.81,3.59,0.61,1.67,,
October,0.74,2.04,1.72,7.01,1.91,2.15,2.65,1.51,2.37,3.12,,
November,5.96,3.15,4.64,3.97,0.98,0.89,1.91,1.28,5.51,3.53,,
December,3.34,4.59,3.79,4.64,5.36,3.15,3.50,4.87,3.07,3.34,,
Total,43.08,33.06,30.41,45.97,25.33,34.55,33.75,35.61,22.90,29.88,,
Calc annual,43.08,33.06,30.41,45.97,25.33,34.55,33.75,35.61,22.90,29.88,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
