GREAT MAPLESTEAD MONKS LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL808351,Long,0.631479,Lat,51.984931,Elevation,245,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.32,2.81,0.52,0.68,1.81,1.99,1.02,3.34,1.52,0.56,0.86,1.52,1.47,2.8,2.94,1.52,2.7,1.18,1.14,2.6,1.81,1.87,2.29,3.32,1.5,3.07,1.41,2.53,1.15,3.5,2.08,1.82,1.13,1.1,1.19,0.99,1.87,4.41,3.18,3.05,4.59,1.6,1.96,2.31,4.41,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.36,3.1,0.72,0.92,0.48,2.89,1.34,2.33,1.04,1.59,0.65,2.08,1.32,1.27,0.73,2.05,2.74,3.5,0.88,0.49,2.94,0.36,,1.62,3.55,0.72,2.52,2.87,3.6,1.21,0.45,0.54,2.06,0.25,1.28,0.4,1.89,2.16,3.6,0.34,0.75,1.83,1.56,0.45,1.03,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,1.08,1.3,2.36,0.92,2.06,1.79,2.35,2.72,0.86,2.12,2.72,1.12,2.17,3.25,1.72,3.4,1.65,3.26,1.65,0.9,2.16,1.15,1.13,2.17,1.31,0.73,0.85,0.21,2.07,2.53,0,1.51,,1.04,1.64,2.23,0.5,0.92,3.56,0.42,1.77,3.05,3.09,1.22,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.34,1.1,2.15,0.81,2.5,0.59,1.79,0.9,3.25,2.85,2.1,1.94,0.73,0.24,1.86,0.7,0.7,1.71,1.86,2.87,2.69,3.1,1.78,2.51,1.42,3.05,2.06,3.85,2.15,1.46,1.83,1.8,3.02,1.99,1.01,2.19,2.24,1.38,3.55,0.29,2.78,1.7,1.01,0.78,0.86,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,2.54,0.9,1.22,1.99,3.78,1.19,1.03,1.19,1.98,1.08,0.99,2.85,1.24,0.97,1.55,1.32,2.18,1.7,1.06,1.62,0.26,1.03,0.94,1.43,1.15,4.52,2.79,1.66,0.25,1.9,1.35,2.46,2.57,3.89,1.35,0.42,1.45,1.12,2.52,1.61,1.05,2.54,1.57,1.67,0.85,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.3,2.56,2.55,3.14,4.41,1.54,3.09,1.87,1.41,0.79,4.62,1.33,1.95,1.6,1.31,0.5,0.65,3.05,1.34,0.91,1.27,1.11,0.24,1.13,0.42,2.79,0.37,3.16,3.33,2.1,0.88,1.07,1,0.5,1.93,0.77,3.01,3,1.47,0.62,2.45,0.48,0.83,0.32,1.4,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,2.91,1.37,1.09,1.39,4.05,1.99,0.71,1.59,2.49,3.21,3.53,1.92,0.23,1.81,1.85,2.29,3.58,1.65,2.68,5.31,2.76,4.44,0.27,3.47,1.36,3.46,2.36,3.09,3.74,2.14,2.81,3.12,3.17,2.06,1.19,0.95,0.18,2.03,0.75,1.21,2.37,3.22,2.39,2.94,1.69,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,0.64,2.8,1.18,4.04,3.3,1.64,2.03,0.91,2.13,2.3,2.31,2.45,1.44,5.94,1.09,0.48,1.83,4.75,4.76,1.31,2.46,1.49,0.67,1.84,2.08,2.5,3.35,1.97,3.09,2.26,1.17,1.7,4.37,1.36,0.87,1.83,0.77,0.3,1.55,0.95,2.57,0.1,3.83,1.42,1.11,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.19,0.41,1.31,1.02,2.56,0.93,1.37,1.17,0.61,0.7,1.95,0.82,1.31,2.72,0.74,1.22,1.54,1.44,1.36,3.69,1.08,2.6,1.92,2.61,2.48,2.95,3.13,1.35,4.77,0.72,0.62,3.33,1.27,1.44,1.97,0.76,2.84,2.09,1.35,1.81,0.57,0.4,0.6,1.72,1.96,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,1.76,1.78,2.35,1.47,4.5,0.94,1.13,4.27,2.77,1.63,3.55,1.2,2.78,1.76,3.4,1.59,1.81,3.48,3.38,2.84,0.77,0.84,2.08,0.61,4.1,4.4,3,3.35,2.08,3.03,2.66,0.97,0.3,4.84,1.9,1.14,2.16,1.09,1.46,2.11,7.47,1.65,2.1,4.44,1.76,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
