NOTTINGHAM-BURFORD-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK558416,Long,-1.1705958,Lat,52.968864,Elevation,170,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.04,2.35,2.04,3.9,2.89,1.96,3.49,0.96,2.17,1.95,2.53,1.54,4.75,1.29,3.64,1.67,1.21,1.82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,4.75,0.83,1.98,2.82,1.98,0.34,2.44,3.79,0.89,2.51,2.18,1.78,1.87,0.86,0.68,2.97,0.52,2.86,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4.88,1.72,0.82,4.43,1.91,0.78,1.75,1.16,1.06,0.81,0.54,2.51,2.21,0.1,2.71,0.41,1.45,2.88,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.29,1.35,1.7,1.53,4.32,0.92,3.2,2.38,1.59,1.68,1.37,1.89,0.75,1.43,3.77,3.45,2.73,1.14,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.79,2.25,1.88,1.32,2.2,1.65,0.84,2.81,3.62,3.44,2.47,1.06,1.68,1.69,2.06,3.79,6.65,2.3,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.66,2.39,0.22,0.59,2.46,0.74,0.65,0.44,1.58,0.06,1.81,4.72,2.26,1.33,1.89,3.41,0.77,1.95,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.72,1.45,2.3,3.64,4.67,0.74,4.01,4.34,2.11,1.35,1.24,2.87,1.24,1.27,4.83,3.92,5.4,2.04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,2.16,2.12,4.19,1.5,2.73,0.83,4.74,5.4,2.39,2.41,1.44,1.68,3.12,2.62,2.44,3.27,4.29,1.73,0.82,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.98,1.95,1.46,4.4,1.64,1.39,1.11,1.92,2.32,3.48,3.53,1.24,4.54,0.47,0.53,3.77,3.41,1.61,1.24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,1.63,2.12,3.54,1.55,2.58,1.25,2.45,0.63,1.37,4.14,3.43,1.96,2.32,4.2,2.92,2.64,0.61,2.64,3.67,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
