SIDMOUTH-LORETTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY130877,Long,-3.23195,Lat,50.68272,Elevation,115,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,5.17,2.41,2.98,2.04,2.24,0.55,5.49,4.8,3.52,6.22,2.31,5.36,4.61,8.15,2.3,3.08,3.31,3.06,6.09,0.65,0.81,3.32,2.34,0.74,,,,,,,
February,,,,,,,,,,,1.2,2.21,0.06,4.76,0.1,3.55,2.99,6.29,0.96,1.65,4.07,3.86,0.37,1.33,0.58,2.02,2.31,1.8,1.25,1.48,5.27,4.37,0.64,2.04,,,,,,,
March,,,,,,,,,,,2.26,1.58,2.56,4.11,2.55,1.11,4.39,4.75,0.23,1.14,2.61,2.55,3.05,1.54,0.07,0.84,1.47,7.94,1.11,1.41,1.25,3.96,3.06,0.58,,,,,,,
April,,,,,,,,,,,4.14,3.21,2.38,1.98,2.51,4.1,2.37,2.91,0.06,2.29,3.45,1.45,1.6,1.02,1.96,0.65,1.83,2.27,2.63,1.34,2.15,1.95,2.87,3.08,,,,,,,
May,,,,,,,,,,,1.98,2.97,3.83,2.13,0.83,1.75,0.8,2.76,2.2,1.08,2.05,2.11,5.32,2.2,0.52,3.72,5.73,3.94,2.26,1.65,1.82,3.05,2.65,2.42,,,,,,,
June,,,,,,,,,,,0.19,3.75,3.04,2.45,1.31,3.69,1.34,0.7,1.82,2.7,0.67,1.62,0.6,1.45,1.79,3,2.91,2.64,1.79,0.48,0.98,0.96,1.83,2.22,,,,,,,
July,,,,,,,,,,,1.55,4.07,2.35,2.53,0.37,0.54,5.28,2.71,3.97,5.06,1.95,1,1.69,2.58,2.87,1.93,1.18,1.95,1.56,1.41,4.42,1.72,0.91,2.91,,,,,,,
August,,,,,,,,,,,3.39,3.05,1.43,1.45,3.79,2.64,0.13,1.58,3.5,2.38,0.07,4.13,4.23,2.52,3.49,2.14,3.86,1.65,3.84,1.18,3.61,3.86,3.02,1.79,,,,,,,
September,,,,,,,,,,,4.89,1.38,4.02,1.82,2.44,2.95,2.71,2.48,1.54,1.33,1.81,1.52,2.4,2.84,1.59,2.77,4.99,1.5,1.12,4.15,4,3.77,2.57,3.26,,,,,,,
October,,,,,,,,,,,3.22,0.49,6.45,2.17,2.29,4.02,1.21,3.68,3.01,5.48,3.66,1.4,4.44,3.44,3.84,4.62,1.45,1.04,3.12,5.43,1.87,0.92,6.03,2.77,,,,,,,
November,,,,,,,,,,,5.45,6.01,3.07,1.16,1.58,5.58,2.89,1.7,5.32,5.23,6.39,2.53,0.83,2.12,5.29,1.26,5.03,1.84,2.01,3.9,6.49,5.61,3.84,1.71,,,,,,,
December,,,,,,,,,,,4.57,1.69,2.68,3,10.13,4.91,3.43,3.33,4,1.72,3.19,2.41,3.8,4.09,2.99,4.83,4.22,2.96,5.78,1.2,3.29,2.44,3.01,0.82,,,,,,,
Total,,,,,,,,,,,38.01,32.82,34.85,29.6,30.14,35.39,33.03,37.69,30.13,36.28,32.23,29.94,32.94,33.28,27.29,30.86,38.29,32.59,32.56,24.28,35.96,35.93,32.77,24.34,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 Station started at Home Orchard Hillside Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933 May 6 Gauge moved 100yds SE to Loretto Kestell Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Same observer throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953 Terminated Observer died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
