"BARDNEY RAILWAY STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2133,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,1.85,0.66,0.45,1.11,1.27,2.28,0.99,1.23,0.82,2.02,,
February,0.69,0.44,0.92,1.92,0.86,0.23,0.44,1.80,0.46,0.86,,
March,1.04,0.72,0.41,0.32,0.43,1.50,1.74,1.69,0.95,0.50,,
April,0.25,1.34,1.15,0.13,1.87,1.47,0.67,0.95,1.81,1.56,,
May,1.60,2.32,1.71,0.88,1.10,0.83,0.55,0.97,1.46,2.06,,
June,1.05,2.80,3.72,1.63,2.76,1.18,2.00,1.51,1.85,1.48,,
July,1.93,2.20,2.17,2.53,2.24,4.31,1.70,0.81,0.43,1.09,,
August,1.27,2.55,1.13,0.52,1.85,2.45,1.02,1.94,1.99,0.37,,
September,0.52,1.12,1.51,0.78,0.74,0.47,3.27,2.08,0.33,1.53,,
October,0.69,3.38,3.97,1.08,2.39,1.84,2.13,0.59,1.74,2.41,,
November,1.95,2.10,1.02,1.59,1.83,2.01,0.95,1.01,1.15,1.00,,
December,0.45,2.33,0.53,1.49,1.72,1.55,2.82,2.02,1.69,1.64,,
Total,13.29,21.96,18.69,13.98,19.06,20.12,18.28,16.60,14.68,16.52,,
Calc annual,13.29,21.96,18.69,13.98,19.06,20.12,18.28,16.60,14.68,16.52,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
