"QUARTER HILL, EDINBURGH W.W. NO. 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT098235,Long,-3.429334,Lat,55.496931,Elevation,1196,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
November,,,,,,,1.59,4.2,5.8,10.17,4.75,2.95,4.34,3.57,2.23,5.5,4.78,3.59,3.82,2.4,2.94,7.51,4.14,5.6,7.09,2.14,7.09,5.82,5.9,4.05,3.8,1.96,2.9,3.92,3.15,2.25,7.55,5.42,5.92,7.82,5.55,9.05,3.9,3.23,2.85,5.67,4.73,0.83,11.68,10.38,6,5.82,1.41,3.04,7.81,0.78,9.73,6.43,4.12,5.8,4.43,11.09,4,5.85,12.4,3,2,2.5,1.7,12,9.5
December,,,,,,,6.25,9.8,7.14,2.3,8.23,2.67,6.24,4,3.72,3.87,3.03,4.82,2.64,4.75,6.46,10.78,9.68,4.08,10.25,7.86,4.18,1.95,3.9,8.45,5.55,6.86,5.3,4.15,10.3,4.62,1.7,1.79,4.06,11.68,4.07,6.01,13.7,1,8.8,2.53,7.58,3.28,5.74,2.23,5,3,8.5,2.98,7.98,4.3,5.03,2.43,8.73,9.72,2.47,10.12,5.1,3.56,6.4,6.05,7.2,5.6,6.5,7,5.3
Total,,,,,,,43.38,54.67,48.09,50.14,51.87,36.62,36.35,65.61,43.04,42.51,47.75,49.06,41.55,47.9,52.38,53.32,49.19,48.34,52.03,40.03,59.23,39.06,48.65,39.55,53.99,46.18,43.4,56.93,45.75,48.73,52.57,54.77,65.63,48.62,52.9,51.89,67.26,41.9,59.91,47.55,45.95,41.88,67.54,50.64,43.03,44.47,46.3,53.34,49.24,48.18,51.48,48.84,59.18,52.68,57.47,57.69,43.36,44.57,69.91,37.75,44.41,47.9,49.3,53.2,55.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_23_pt1-page-087.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_27_pt1-page-115.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1910-1919_25_pt1-page-192.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_29_pt1-page-134.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1931-1940_24_pt1-page-016.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_28_pt1-page-161.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_25_pt1-page-225.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
