"NEWCASTLE (KILLADREENAN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6079,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.90,3.65,2.29,3.91,1.60,6.68,7.14,4.85,6.52,5.34,,
February,1.91,0.32,3.94,0.01,3.12,4.06,5.40,1.25,3.59,4.92,,
March,4.12,1.71,2.77,3.00,1.06,3.17,5.29,0.81,3.50,2.02,,
April,4.00,2.95,1.47,3.18,3.31,2.37,3.44,0.00,1.72,3.96,,
May,5.66,5.04,3.70,2.43,1.01,1.43,2.16,2.67,1.99,0.78,,
June,4.55,1.35,1.99,2.00,4.03,2.91,0.82,2.79,2.25,0.79,,
July,2.32,3.37,1.77,0.69,0.96,7.67,2.08,6.39,3.54,3.50,,
August,4.55,1.77,0.75,4.47,1.83,0.69,1.30,2.69,2.26,0.06,,
September,6.20,1.10,2.18,5.16,3.88,4.10,3.46,2.63,3.73,1.69,,
October,0.69,3.04,3.93,3.22,2.38,1.46,3.92,5.34,3.91,9.15,,
November,8.19,1.02,1.36,4.10,5.07,3.44,2.47,6.79,5.51,6.19,,
December,1.74,6.58,3.06,9.08,2.33,3.46,3.84,6.13,2.81,3.36,,
Total,46.83,31.90,29.21,41.25,30.58,41.44,41.32,42.34,41.33,41.76,,
Calc annual,46.83,31.90,29.21,41.25,30.58,41.44,41.32,42.34,41.33,41.76,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
