REDEWATER CHATTLEHOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT734032,Long,-2.420731,Lat,55.322143,Elevation,900,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3580/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
November,,,,,,,,,,1,6.4,3.15,2.15,3.49,4.15,4.9,1.9,3.9,3.44,4.39,5.24,4.75,2.48,2.8,2.44,5.61,4.28,3.33,3.25,1.67,4.62,7.46,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,8.42,5.51,4.82,4.06,0.68,2.9,7.7,0.39,8.89,5.41,2.85,5.99,6.45,8.81,4.52,5.48,7.89,2.38,1.78,1.56,1.05,7.31,6.37
December,,,,,,,,,,2.62,2.1,6.55,1.1,4.3,3.5,2.9,6,6.8,6.5,3.18,8.3,3.21,5.84,3.24,3.13,2.6,2.48,6.36,2.44,4.75,4.32,6.63,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,1.68,3.64,2.36,4.55,2.51,3.96,1.64,4.81,2.72,5.27,8.18,2.43,6.96,5.46,2.62,5.88,6.91,6.49,3.55,5.19,8.83,5.4
Total,,,,,,,,,,32.44,36.89,42.84,34.87,32.07,49.89,34.04,38.4,41.47,35.9,40.8,50.4,32.82,34.31,52.72,32.57,40.27,48.2,47.25,44.08,43.77,46.47,48.37,50.27,,,,,,,,,,,,,,,,,,,,,,,,,,52.37,47.07,,33.39,40.43,47.03,44.16,,,,56.93,44.33,50.96,49.06,45.08,41.39,63.94,,41.5,43.78,45.42,41.09,55.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1897 Jan-Feb bracketed, value=3.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan 1940 estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jan, Feb, July  1945 estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb, March, Setp 1946 estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb 1947 estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jan, Feb 1956 estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all removed along with annual totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
