"BIGNOR",,,,,,,,,,,,
Grid ref,SU984144,Long,-0.601453,Lat,50.920679,,,,,,,
Station no,451,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.33,3.65,1.53,2.14,3.66,6.26,4.47,5.48,4.40,3.71,,
February,7.67,0.98,2.03,3.66,2.40,0.23,6.33,3.33,0.00,4.13,,
March,5.81,3.42,0.41,4.43,1.42,0.54,2.88,2.82,2.89,2.31,,
April,3.15,2.84,2.51,0.46,0.55,1.74,0.32,0.90,3.33,1.29,,
May,3.00,2.24,2.31,2.92,4.92,0.35,1.70,2.85,0.99,1.68,,
June,2.02,2.22,2.15,4.86,2.98,3.06,2.48,3.62,1.04,2.36,,
July,2.86,0.82,5.80,4.34,0.63,3.91,5.63,2.35,0.86,5.91,,
August,7.08,2.63,2.29,3.11,1.47,5.27,4.89,3.66,2.06,5.37,,
September,3.86,4.16,4.40,3.66,2.57,5.58,4.88,4.66,0.08,5.82,,
October,2.00,4.64,3.64,4.32,3.87,2.02,2.79,4.38,3.74,8.24,,
November,8.31,4.38,2.23,7.54,2.55,0.88,2.86,2.62,5.17,9.38,,
December,4.59,3.75,1.04,3.50,5.62,7.08,3.29,5.45,9.81,5.42,,
Total,55.68,35.73,30.34,44.94,32.64,36.92,42.52,42.12,34.37,55.62,,
Calc annual,55.68,35.73,30.34,44.94,32.64,36.92,42.52,42.12,34.37,55.62,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,,
