ERBISTOCK RECTORY,,,,,,,,,,,,
Grid ref,SJ357413,Long,-2.958785,Lat,52.965190,,,,,,,
Station no,4287/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,100.00,4.96,,
February,,,,,,,,,100.00,3.17,,
March,,,,,,,,,1.85,1.51,,
April,,,,,,,,,4.38,1.16,,
May,,,,,,,,,2.07,1.95,,
June,,,,,,,,,2.00,1.67,,
July,,,,,,,,,2.37,2.99,,
August,,,,,,,,,0.84,4.09,,
September,,,,,,,,,0.27,4.77,,
October,,,,,,,,,2.14,4.79,,
November,,,,,,,,,3.48,4.89,,
December,,,,,,,,,5.04,2.69,,
Total,,,,,,,,,100.00,38.64,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224.44,38.64,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-124.44,0.00,,
