DONCASTER HEXTHORPE HALL,,,,,,,,,,,,
Grid ref,SE559022,Long,-1.158493,Lat,53.513517,,,,,,,
Station no,RR7677,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.18,,0.86,,
February,,,,,,,,1.48,,0.43,,
March,,,,,,,,1.46,,2.66,,
April,,,,,,,0.74,1.93,,1.72,,
May,,,,,,,1.34,3.01,,1.65,,
June,,,,,,,2.03,4.31,,2.93,,
July,,,,,,,0.52,2.25,,3.27,,
August,,,,,,,1.29,2.09,,3.32,,
September,,,,,,,0.88,0.24,,1.90,,
October,,,,,,,4.39,4.62,,2.00,,
November,,,,,,,2.62,2.39,,0.27,,
December,,,,,,,1.42,2.53,,5.07,,
Total,,,,,,,,26.49,,26.08,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,15.23,26.49,0.00,26.08,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,0.00,,
