NOTTINGHAM-PARK-MIX (Carisbrooke House),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK561398,Long,-1.1664405,Lat,52.952654,Elevation,247,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.66,0.98,2.39,0.9,2.45,3.86,1.1,1.02,1.97,2.64,0.93,2.98,1.1,1.27,1.01,2.29,0.85,4.11,2.96,1.4,2.34,1.29,2.4,1.91,3.73,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,0.38,0.53,3.2,1.07,1.54,3.87,1.24,1.75,0.9,2.5,0.8,2.46,1.5,1.36,0.82,2.03,1.74,1.38,0.8,1.27,2.87,3.71,0.9,2.34,2.44,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.38,3.04,2.15,1.05,0.85,0.98,2.01,1.35,3.29,1.65,2.46,1.6,1.33,2.6,3.03,0.59,1.29,2.45,3.35,2.41,0.96,4.43,1.38,0.45,4.16,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.79,1.01,1.9,2.11,2.09,0.99,1.44,1.78,1.81,1.21,1.54,0.47,2.41,2.58,1.55,1.59,1.01,0.32,2.8,0.78,0.87,1.37,1.27,1.64,1.55,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,0.59,0.38,1.43,2.14,3.07,1.62,0.94,2.13,3.72,1.53,0.53,1.78,3.51,2.38,1.06,2.5,1.02,2,2.13,2.05,1.69,2.76,2.15,2.13,1.37,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,0.98,2.91,2.06,2.05,1.55,4.32,1.73,1.47,1.91,0.5,2.98,2.06,2.61,1.6,2.13,1.85,2.21,3.72,0.89,2.07,0.92,1.65,2.38,0.37,0.71,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,3.94,3.83,0.51,1.31,2.11,2.22,2.89,1.09,2.29,2.07,1.22,0.57,2.4,3.09,3.65,2.69,0.06,3.66,0.74,2.67,2.96,1.86,1.36,2.55,3.52,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,1.89,1.41,3.12,2.63,0.61,3.69,1.65,4.35,5.58,2.85,3.54,1.52,2.42,3.17,2.39,3.56,1.86,5.38,1.54,2.38,1.77,2.6,4.22,1.56,2.72,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.71,3.23,1.98,0.42,2.72,0.9,1.01,1.18,3,2.03,1.61,1.52,0.43,1.29,2.44,0.86,1.77,0.86,1.86,0.68,0.87,1.32,1.51,4.37,1.37,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.14,2.67,0.92,3.06,3.21,2.2,1.86,2.41,6.69,0.46,1.44,3.93,3.83,1.09,3.14,1.86,2.7,2.98,3.7,1.92,1.32,2.31,3.63,1.6,1.39,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
