"NOTTINGHAM CARISBROOK HO: THE PARK",,,,,,,,,,,,
Grid ref,SK561398,Long,-1.166440,Lat,52.952654,,,,,,,
Station no,RR1233,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.86,1.10,1.02,1.97,2.64,0.93,2.98,1.10,1.27,1.01,,
February,3.87,1.24,1.75,0.90,2.50,0.80,2.46,1.50,1.36,0.82,,
March,0.98,2.01,1.35,3.29,1.65,2.46,1.60,1.33,2.60,3.03,,
April,0.99,1.44,1.78,1.81,1.21,1.54,0.47,2.41,2.58,1.55,,
May,1.62,0.94,2.13,3.72,1.53,0.53,1.78,3.51,2.38,1.06,,
June,4.32,1.73,1.47,1.91,0.50,2.98,2.06,2.61,1.60,2.13,,
July,2.22,2.89,1.09,2.29,2.07,1.22,0.57,2.40,3.09,3.65,,
August,3.69,1.65,4.35,5.58,2.85,3.54,1.52,2.42,3.17,2.39,,
September,0.90,1.01,1.18,3.00,2.03,1.61,1.52,0.43,1.29,2.44,,
October,2.20,1.86,2.41,6.69,0.46,1.44,3.93,3.83,1.09,3.14,,
November,2.38,1.76,1.34,1.96,1.07,2.77,3.10,1.84,1.27,0.61,,
December,4.08,5.29,1.57,1.00,1.51,0.76,2.26,2.80,1.49,3.86,,
Total,31.11,22.92,21.44,34.12,20.02,20.58,24.25,26.18,23.19,25.69,,
Calc annual,31.11,22.92,21.44,34.12,20.02,20.58,24.25,26.18,23.19,25.69,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
