"BROMFIELD PRIORS HALTON",,,,,,,,,,,,
Grid ref,SO491753,Long,-2.749080,Lat,52.373365,,,,,,,
Station no,RR4661,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.91,2.16,1.38,3.46,,,,,,,,
February,4.39,1.20,1.30,2.86,,,,,,,,
March,0.91,3.26,1.65,4.63,,,,,,,,
April,1.29,2.57,2.32,1.92,,,,,,,,
May,2.52,0.86,2.37,4.04,,,,,,,,
June,3.00,2.06,3.29,2.99,,,,,,,,
July,2.43,2.58,2.17,2.45,,,,,,,,
August,4.29,1.54,5.81,5.26,,,,,,,,
September,0.96,2.07,1.50,3.81,,,,,,,,
October,3.86,1.86,2.94,7.89,,,,,,,,
November,2.98,1.27,3.22,1.84,,,,,,,,
December,5.57,5.20,2.36,2.54,,,,,,,,
Total,36.11,26.63,30.31,43.69,,,,,,,,
Calc annual,36.11,26.63,30.31,43.69,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
