"GLASTONBURY YNYSWYTRYN",,,,,,,,,,,,
Grid ref,ST507391,Long,-2.706206,Lat,51.149025,,,,,,,
Station no,RR1582,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.15,2.42,0.90,,2.91,1.04,4.18,1.00,1.22,1.13,,
February,3.67,0.92,0.96,,3.86,0.72,1.83,1.53,1.28,0.49,,
March,1.35,1.80,2.03,,1.23,-999.00,1.70,0.53,3.01,2.99,,
April,2.08,2.37,1.70,,1.34,2.85,1.52,4.35,2.12,2.22,,
May,2.32,1.23,2.47,,3.32,0.16,3.92,2.44,2.04,1.11,,
June,3.03,0.97,4.32,,0.96,3.30,2.29,2.12,0.76,2.64,,
July,1.80,2.33,1.74,,4.07,0.64,1.25,1.93,1.42,2.08,,
August,3.93,1.95,2.78,,2.61,4.88,2.32,3.31,3.02,2.36,,
September,0.40,2.31,2.37,,2.65,1.63,0.77,0.70,2.85,2.36,,
October,3.06,2.22,2.50,,2.02,1.71,4.44,5.30,1.90,4.90,,
November,2.83,0.68,3.11,,2.41,3.41,2.47,2.72,0.96,0.81,,
December,5.70,5.07,1.92,,2.18,0.94,1.89,4.53,2.81,3.77,,
Total,35.32,24.27,26.80,,29.56,25.06,28.58,30.46,23.39,26.86,,
Calc annual,35.32,24.27,26.80,0.00,29.56,21.28,28.58,30.46,23.39,26.86,,
Difference,0.00,0.00,-0.00,NaN,0.00,3.78,-0.00,0.00,0.00,0.00,,
