DUNDEE BROUGHTY FERRY DOUGLAS HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NO 454 312,Long,-2.886846,Lat,56.469772,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,4.49,1.07,4.37,1.93,1.94,0.91,0.73,1.24,3.01,3.12,1.24,3.02,1.67,1.91,1,2.38,0.65,1.5,1.25,2.73,2.95,0.62,1.48,0.62,3.54,3.74,1.79,,,,,,,,
February,,,,,,1.66,3.6,1.66,1.6,3.58,2.34,3.9,1.74,3.1,1.91,2.52,1.25,0.88,0.87,1.19,1.39,0.07,2.25,2.98,4.14,0.75,0.86,0.75,0.77,2.38,3.31,1.25,,,,,,,,
March,,,,,,2.08,2.28,1.95,0.75,2.33,2.15,2.95,2.54,1.94,2.66,2.24,2.61,0.9,3.34,1.3,1.86,2.61,0.81,0.95,0.98,3.02,1.2,3.39,0.73,1.75,1.64,1.43,,,,,,,,
April,,,,,,0.67,4.45,2.45,2.05,3.08,2.73,0.91,4.92,1.53,1.31,2.76,1.2,2,1.44,3.89,0.55,1.04,0.89,1.3,1.39,1.19,1.05,1.59,4.06,3.45,1.54,2.03,,,,,,,,
May,,,,,,1.08,0.46,2.45,2.63,2.5,0.8,1.57,2.7,0.92,1.97,3.36,3.29,0.84,1.93,1.45,2.02,2.08,3.07,1.33,3.4,0.57,0.76,1.59,2.05,4.53,1.62,1.83,,,,,,,,
June,,,,,,3.74,3.76,2.79,2.79,5.24,1.73,3.3,3.69,2.51,0.31,0.49,0.97,0.6,2.58,0.76,3.15,0.82,2.96,2.21,2.06,1.95,2.48,4.75,1.22,1.77,1.94,2.43,,,,,,,,
July,,,,,0.99,2.4,1.88,4.6,1.02,3.97,2.2,2.51,3.89,6.26,6.15,0.62,3.98,2.27,5.96,2.55,3.22,3.11,1.59,3.67,3.32,3.93,3.63,1.87,0.8,2.37,4.08,1.2,,,,,,,,
August,,,,,6.08,1.92,2.51,7.8,3.58,4.4,0.54,4.71,2.08,2.81,2.1,1.79,1.22,2.84,1.69,5.92,2.84,4.53,5.18,3,4.63,4.67,1.93,3.59,3.42,0.49,3.86,3.56,,,,,,,,
September,,,,,2.39,3.19,4.82,2.04,3.3,2.29,3.32,4.08,2.17,2.49,2.2,2.97,2.47,3.5,0.29,0.5,2.64,4.55,1.09,1.52,0.15,0.73,3.59,1.59,1.99,3.64,2.02,1.4,,,,,,,,
October,,,,,2.28,6.1,4.09,3.49,2.66,0.74,1.74,4.49,3.52,1.58,1.42,1.31,2.86,0.81,1.08,2.39,2.03,2.61,4,2.59,3.5,1.43,2.73,2.2,5.01,0.97,3.23,2.06,,,,,,,,
November,,,,,2.64,4.72,5.18,3.04,1.78,1.92,3.23,3.64,3.36,1.97,1.72,1.71,1.71,4.16,5.77,0.69,4.26,2.82,1.95,1.27,1.18,2.37,0.71,1.67,4.55,2.34,4.55,1.74,,,,,,,,
December,,,,,1.92,1.66,10.14,2.69,1.6,0.94,1.65,1.83,4.8,1.47,2.29,0.89,2.08,1.16,1.66,1.01,2.22,3.56,0.92,1.92,1.72,2.94,5.08,3.2,1.27,4.54,3.52,2.54,,,,,,,,
Total,,,,,,33.71,44.24,39.33,25.69,32.93,23.34,34.62,36.65,29.59,27.16,21.9,26.66,21.63,28.52,22.65,28.56,28.45,26.21,23.99,29.2,26.5,24.64,27.67,26.49,31.77,35.05,23.26,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901 end of Gauge moved 400 yds S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
