FARNHAM THE LOWER BOURNE,,,,,,,,,,,,
Grid ref,SU847452,Long,-0.789109,Lat,51.199747,,,,,,,
Station no,RR8773,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,2.30,1.02,,
February,,,,,,,,,1.20,0.44,,
March,,,,,,,,,3.29,4.04,,
April,,,,,,,,,3.68,1.98,,
May,,,,,,,,,2.13,1.70,,
June,,,,,,,,1.75,0.98,3.99,,
July,,,,,,,,2.03,1.73,2.84,,
August,,,,,,,,2.82,4.56,1.80,,
September,,,,,,,,0.67,1.84,3.31,,
October,,,,,,,,5.90,2.99,5.52,,
November,,,,,,,,2.30,0.96,0.55,,
December,,,,,,,,3.72,3.18,3.98,,
Total,,,,,,,,29.19,28.84,31.17,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.19,28.84,31.17,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.00,-0.00,0.00,,
