DUNGEON GHYLL NEW HOTEL NO 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY295065,Long,-3.088753,Lat,54.448984,Elevation,310,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,16.97,9.64,12.21,5.86,19.89,5.32,10.19,2.14,14.8,18.04,12.9,9.71,10.09,17.76,13.73,9.42,19.39,6.86,16.54,10.18,16.45,9.5,10.5,14.04,11.11,13.23,20.23,6.72,14.08,13.91,18.87,26.93,13.43,12.34,11.2,11.44,15.4,14.08,29.53,4.79,15.65,11.42,21.36,13.37,,5.77,12.29,16.13,18.34,,
February,2.22,2.35,4.46,19.09,25.94,2.56,7.28,12.08,14.88,8.84,11.03,5.03,4.76,19.78,9.76,9.58,9.33,10.22,8.19,11.37,19.21,22.77,7.32,10.94,15.67,18.81,12.1,2.09,17.77,2.02,16.6,0.7,12.56,16.39,2.33,12.77,16.06,9.66,,3.93,0.94,10.54,0.08,12.86,1.09,20.19,5.56,14.54,6.9,,
March,11.37,7.83,2.32,5.77,10.42,11.43,14.4,17.15,6.34,7.23,0.8,5.84,7.79,17.01,9.61,9.01,7.59,13.61,9.81,7.7,7.84,6.61,17.33,14.22,13.75,5.25,2.69,6.82,4.11,12.11,16.41,21.67,6.27,4.69,3.51,3.9,8.38,10.85,12.44,1.6,7.31,0.65,8.34,8.47,7.19,3.43,7.63,4.5,7.67,,
April,4.16,5.28,3.1,1.67,3.03,7.22,5.55,5.8,9.55,11.27,7.75,7.55,6.29,4.68,13.64,13.48,3.39,5.11,4.02,6.57,7.87,9.07,2.12,9.96,4.62,8.16,8.79,4.52,2.31,5.83,9.68,2.62,4.47,7.68,5.84,11.73,5.43,7.02,4.41,3.7,3.42,4.88,9.94,3.54,8.07,7.24,1.99,6.88,1.56,,
May,7.16,5.03,11.03,3.85,7.93,0.72,1.09,3.94,5.99,8.36,5.32,2.69,4.81,6.53,4.98,5.52,11.39,9.96,6,5.35,6.72,6.53,4.9,4.69,5.56,1.91,6.91,5.16,2.46,2.57,14.93,7.21,6.61,7.99,9.25,9.67,5.18,6.3,1.39,8,4.52,5.85,6.08,3.93,10.22,1.12,0.85,2.97,8.92,,
June,8.83,2.29,6.83,3.87,5.69,2.01,6.36,7.95,6.73,2.02,7.38,5.66,1.41,3.35,4.18,5.45,3.98,11.74,5.3,3.97,3.12,7.86,10.24,9.3,1.89,4.12,5.42,5.26,3.97,4.75,4.06,0.56,4.03,3.61,6.85,0.33,5.32,9.1,15.58,3.7,3.79,9.54,4.1,,4.06,8.49,5.95,6.7,14.07,,
July,7.73,4.7,7.57,7.17,6.81,9.93,8.97,6.06,2.88,4.95,3.13,2.05,5.6,8.24,5.5,5.83,6.78,4.6,8.11,13.68,7.82,1.97,8.86,1.64,6.07,10.11,6,3.57,6.6,2.38,10.04,5,10.39,8.27,8.86,2.53,7.88,8.43,,8.75,4.32,9.62,9.8,7.02,2.79,4.55,10.5,6.22,14.51,,
August,8.6,21.88,13.98,9.41,9.91,12.85,6.04,15.6,17.23,3.02,9.7,11.22,6.88,18.71,9.23,7.97,9.93,7.91,12.57,5.28,15.65,7.69,11.22,5.73,6.85,4.23,4.61,17.5,8.18,7.35,5.53,12.54,6.84,20.72,7.96,8.01,9,11.54,,13.48,15.81,5.38,2.63,6.2,12.08,5.32,4.54,4.57,7.12,,
September,12.35,15.85,18.04,9.65,0.29,2.95,13.93,11.04,8.18,13.28,7.14,7.11,4.84,11.42,6.66,6.05,4.08,1.39,16.79,6.29,1.01,6.15,5.17,5.05,5.87,1.75,6.15,13.78,21.89,11.88,5.97,4.05,9.11,16.08,16.63,9.14,11.66,17.1,,3.27,5.88,3.25,13.38,1.63,12.85,16.78,12.02,9.21,6.01,,
October,9.46,15.83,11.71,16.53,12.55,9.24,12.2,8.76,9.53,11.09,14.92,10.6,8.37,25.62,5.81,9.37,16.14,12.03,4.4,17.24,6.5,,11.87,6.47,3.37,3.74,23.89,17.06,17.65,2.83,5.55,6.72,4.12,25.26,9.33,13.67,8.64,12.04,,14.64,19.1,10.9,15.8,8.16,18.69,16.55,12.82,5.43,24.76,,
