"LOCH RANNOCK (DALL)",,,,,,,,,,,,
Grid ref,NN594565,Long,-4.296553,Lat,56.679040,,,,,,,
Station no,5559,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.63,,,,,,,,,,,
February,3.71,,,,,,,,,,,
March,2.21,,,,,,,,,,,
April,3.75,,,,,,,,,,,
May,0.77,,,,,,,,,,,
June,1.29,,,,,,,,,,,
July,2.24,,,,,,,,,,,
August,3.22,,,,,,,,,,,
September,2.11,,,,,,,,,,,
October,1.31,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,24.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
