"MAIDSTONE LINTON PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.66,3.50,4.68,2.69,1.27,3.62,1.24,,,,,
February,1.14,1.07,1.33,2.24,1.31,0.93,2.94,,,,,
March,1.64,1.44,1.93,1.66,0.83,0.92,2.65,,,,,
April,0.43,2.80,1.56,0.81,1.91,1.38,1.93,,,,,
May,1.14,1.20,4.35,0.97,1.21,1.38,0.99,,,,,
June,0.32,2.92,4.13,3.70,2.63,2.30,0.98,,,,,
July,1.95,2.84,2.21,1.60,0.72,5.60,0.70,,,,,
August,2.06,1.09,1.35,2.13,2.07,1.38,2.52,,,,,
September,2.08,4.44,2.01,2.69,3.02,2.20,3.34,,,,,
October,3.89,1.44,4.48,3.31,3.59,3.85,1.32,,,,,
November,1.70,0.76,5.81,1.73,1.98,4.39,2.33,,,,,
December,3.68,1.62,5.26,0.46,2.95,2.30,5.16,,,,,
Total,21.69,25.12,39.10,23.99,23.49,30.25,26.10,,,,,
Calc annual,21.69,25.12,39.10,23.99,23.49,30.25,26.10,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,NaN,NaN,NaN,,
