"CHATHAM (NASHENDEN P.S.)",,,,,,,,,,,,
Grid ref,TQ733656,Long,0.487917,Lat,51.363029,,,,,,,
Station no,368/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.54,2.23,1.05,1.37,3.50,5.29,1.31,2.60,2.21,2.88,,
February,6.12,1.05,1.24,2.04,2.51,0.51,3.63,2.39,0.00,2.13,,
March,3.33,3.54,0.28,2.65,1.44,0.74,1.20,0.93,1.99,1.76,,
April,2.51,0.95,2.40,0.27,0.19,1.26,0.08,1.65,2.47,0.51,,
May,2.21,0.86,2.32,1.72,4.05,0.39,1.31,1.77,0.78,2.50,,
June,1.22,1.72,2.24,4.66,2.18,3.05,1.31,4.16,0.75,1.28,,
July,2.61,0.80,3.37,2.33,0.58,5.05,3.11,2.63,1.64,3.47,,
August,3.87,2.83,1.28,3.42,1.08,3.54,2.82,4.94,0.82,4.34,,
September,3.97,3.51,3.19,2.02,3.03,2.31,2.59,3.51,0.02,4.01,,
October,1.01,2.34,2.77,1.85,4.57,1.40,1.21,3.35,2.46,5.81,,
November,3.93,4.97,1.03,4.96,1.34,0.77,3.59,1.78,3.68,3.75,,
December,1.95,2.77,0.91,1.56,1.85,2.79,2.84,3.21,4.34,2.88,,
Total,35.27,27.57,22.08,28.85,26.32,27.10,25.00,32.92,21.16,35.32,,
Calc annual,35.27,27.57,22.08,28.85,26.32,27.10,25.00,32.92,21.16,35.32,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
