BATH (HAMILTON ROAD),,,,,,,,,,,,
Grid ref,ST748663,Long,-2.363594,Lat,51.395171,,,,,,,
Station no,1986/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.04,2.68,0.82,2.69,3.66,4.66,,,,,,
February,4.73,1.58,2.13,3.56,1.87,0.22,,,,,,
March,3.52,2.96,0.82,4.25,1.41,1.11,,,,,,
April,3.97,1.75,2.69,0.47,1.19,1.39,,,,,,
May,2.54,4.86,2.07,2.34,4.75,0.55,,,,,,
June,1.42,2.61,1.52,4.92,3.60,2.22,,,,,,
July,1.15,1.58,3.39,3.23,0.89,4.07,,,,,,
August,5.63,4.59,3.85,2.97,1.85,4.56,,,,,,
September,3.31,3.86,4.23,4.27,1.76,3.29,,,,,,
October,0.99,4.49,2.56,3.14,1.47,2.18,,,,,,
November,8.59,4.73,1.72,7.55,3.35,0.80,,,,,,
December,2.72,2.73,0.96,2.69,3.93,3.70,,,,,,
Total,41.61,38.42,26.76,42.08,29.73,28.75,,,,,,
Calc annual,41.61,38.42,26.76,42.08,29.73,28.75,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,,
