DOWNTON CASTLE (ESTATE OFFICE),,,,,,,,,,,,
Grid ref,SO444747,Long,-2.818010,Lat,52.367514,,,,,,,
Station no,2260/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.17,2.77,0.77,1.54,2.99,3.97,1.98,2.39,3.14,5.53,,
February,3.08,0.65,1.88,2.54,1.47,0.36,2.95,5.16,0.39,3.41,,
March,4.40,2.49,0.72,2.18,3.57,1.34,2.14,-999.00,2.01,2.42,,
April,2.10,1.53,2.77,0.44,1.10,1.24,0.05,0.39,3.19,1.66,,
May,3.13,2.57,2.05,2.19,4.29,0.57,1.70,2.37,1.52,1.90,,
June,0.52,1.43,1.60,4.44,4.60,2.07,1.73,4.08,1.94,2.31,,
July,1.71,0.77,3.42,1.74,0.64,4.10,3.25,3.79,1.66,2.72,,
August,3.39,5.67,2.71,5.03,0.95,4.79,8.28,3.32,0.92,3.56,,
September,2.45,2.38,3.19,2.14,1.11,2.91,5.21,6.44,0.03,3.68,,
October,0.72,4.24,2.18,3.49,2.13,1.72,1.57,3.32,2.83,7.54,,
November,7.71,2.34,2.08,7.32,3.04,0.86,2.80,2.03,3.86,5.33,,
December,2.45,2.73,1.17,2.39,3.35,3.40,2.04,2.71,5.44,4.00,,
Total,34.83,29.57,24.54,35.44,29.24,27.33,33.70,37.83,26.93,44.06,,
Calc annual,34.83,29.57,24.54,35.44,29.24,27.33,33.70,36.00,26.93,44.06,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,1.83,0.00,0.00,,
