"THETFORD FORD PLACE GARDENS",,,,,,,,,,,,
Grid ref,TL874826,Long,0.753727,Lat,52.409300,,,,,,,
Station no,1454,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,0.80,0.85,,
February,,,,,,,,,1.71,0.35,,
March,,,,,,,,,1.75,2.10,,
April,,,,,,,,,3.11,1.19,,
May,,,,,,,,,0.96,1.20,,
June,,,,,,,,,0.94,3.10,,
July,,,,,,,,,3.25,3.18,,
August,,,,,,,,,2.60,1.79,,
September,,,,,,,,,2.22,1.64,,
October,,,,,,,,,1.26,3.11,,
November,,,,,,,,,1.23,0.73,,
December,,,,,,,,,1.72,4.05,,
Total,,,,,,,,,21.55,23.29,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.55,23.29,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,,
