THETFORD-FORD-STREET-GDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL874826,Long,0.753727,Lat,52.4093,Elevation,44,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.47,3.06,2.57,1.68,2.54,1.33,1.96,2.64,2.53,1.89,1.77,3.07,1.65,2.24,0.96,2.05,1.98,3.31,2.09,1.68,1.67,0.93,0.99,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.48,1.36,0.72,1.44,2.2,4.54,0.87,1.1,2.77,0.73,0.31,2.27,2.77,1.03,2.04,2.2,2.1,1.17,0.38,0.68,2.6,0.59,2.69,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.47,2.2,1.76,3.72,1.29,3.22,2.01,0.62,2.36,1.52,1.06,1.85,1.2,0.6,1.31,0.41,1.65,1.48,0.13,0.87,0.22,1.64,1.74,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.03,0.37,1.71,0.79,0.77,3.08,1.6,2.67,2.26,3.52,1.84,2.21,1.08,2.59,2.82,2.91,2.66,1.13,0.93,1.73,4.04,2.77,1.18,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.38,1.33,2.18,1.12,1.84,1.83,0.75,2.15,0.38,1.2,0.7,1.74,1.08,3.36,2.16,1.63,0.62,1.75,1.14,3.43,2.48,3.68,1.92,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.8,2.13,1.48,2.26,1.08,2.3,1.91,0.66,1.26,1.94,0.22,1.22,0.49,1.48,0.43,2.92,3.8,3.41,0.95,0.19,2.22,0.59,1.36,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.43,4.03,0.98,2.11,3.8,1.6,2.39,4.02,2.77,3.15,0.96,4.67,2.95,2.74,1.49,2,3.22,2.66,2.03,4.56,3.28,3.35,2.61,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,0.81,8.94,1.32,0.9,1.77,3.34,3.98,1.47,2.45,1.62,1.54,2.49,3.18,3.14,2.48,1.57,2.51,2.13,1.34,2.49,4.8,2.4,0.88,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.58,2.32,0.97,0.87,0.95,1.83,2.35,5.53,0.71,2.27,1.28,3.27,2.14,4.81,3.78,0.88,2.76,0.44,1.3,3.46,1.88,1.64,3.59,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.16,1.74,2.72,2.76,1.11,2.25,3.57,2.25,1.7,0.25,1.55,0.55,3.87,4.22,2.43,2.32,2,2.89,2.95,0.74,0.94,3.26,2.11,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
