RUSPER-THE-NUNNERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ191364,Long,-0.299867,Lat,51.114524,Elevation,260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,2.98,4.08,1.89,2.75,3.56,4.09,2.42,5.16,1.54,4.36,2.36,3.2,2.58,2.61,0.99,5.52,6.36,3.57,5.54,2.56,2.54,3.13,7.07,2.26,2.23,2.62,2.82,5.58,1.1,1.15,4.12,2.69,1.3,1.59,3.58,5.01,2.67,3.39,2.81,3.15
February,,0.49,2.79,5.43,0.68,4.79,3.01,5.84,2.05,0.84,1.02,2.47,0.72,3.98,0.14,4.17,2.28,5.21,1.05,1.77,3.11,3.88,0.54,2.32,0.89,2.21,2.67,1.7,2.21,1.71,5.62,6.78,0.95,1.52,2.58,1.88,0.53,5.13,2.57,0.06,2.23
March,,1.39,2.42,2.87,1.81,0.65,0.29,3.75,2.23,0.02,1.71,0.47,1.63,3.37,2.99,0.37,2.2,4.27,0.48,1.57,3.82,3.14,2.26,0.46,0.11,1.39,1.4,6.66,1.02,1.13,1.61,3.96,3.29,0.32,3.28,1.4,0.98,1.6,2.25,2.73,1.63
April,,0.95,3.62,2.66,3.68,3.21,3.02,1.99,1.94,0.82,2,4.45,3.14,0.81,2.73,3.26,1.94,3.56,0,2.59,1.66,1.65,1.36,1.33,2,1.04,2.97,2.19,2.94,1.73,2.7,2.92,1.73,2.5,0.37,0.36,1.71,0.15,1.14,3.09,0.87
May,,3.47,0.77,3.14,4.22,3.16,1.66,1.09,1.71,2.1,4.11,2.74,3.57,1.6,0.6,1.28,0.34,2.74,3.11,1.78,1.28,2.27,3.13,3.42,0.6,1.8,3.2,1.65,2.48,1.77,1.59,2.52,2.61,2,3.02,3.97,0.36,1.11,2.86,0.55,1.45
June,,0.03,1.29,0.35,2.88,0.09,3.64,3.91,3.33,1.64,0.52,2.26,1.64,2.18,1.38,3.32,3.78,1.02,0.78,1.74,0.43,2.26,0.14,1.57,1.8,2.76,3.5,3.44,2.96,0.77,1.52,1.6,1.58,1.46,4.58,2.3,2.62,1.23,4.77,2.04,2.02
July,,0.18,4.32,2.08,5.41,4.8,1.36,3.12,1.85,1.74,2.59,3.45,3.01,1.58,2.24,0.82,4.85,0.84,2.42,3.13,3.47,2.22,2.11,2.06,2.19,3.33,3.18,2.93,1.09,0.66,3.46,1.87,1.72,3.99,3.47,0.59,3.37,4.01,1.78,1.34,3.96
August,,1.8,2.91,2.5,3.42,2.91,2.6,4.86,2.91,2.4,4.71,4.98,0.4,1,1.96,3.75,0.58,0.9,1.54,3.21,0.14,4.33,3.56,1.42,2.31,1.85,6.67,0.42,4.1,1.52,2.93,5.36,2.87,2.13,3.02,1,3.2,3.71,3.03,2.04,3.73
September,,0.67,1.8,1.83,4.07,2.73,1.04,5.16,1.1,0.35,3.11,2.07,2.17,3.87,2.25,4.22,2.1,2.66,2.68,1.61,1.73,0.24,1.9,1.98,2.51,2.44,5.27,1.58,2.24,1.41,4.06,3.45,3.12,4.47,2.91,2.12,3.55,3.17,5.08,0.09,3.78
October,,0.7,1.04,7.14,4.41,3.94,2.59,2.43,6.8,4.66,2.1,0.54,6.72,1.88,2.34,4.7,2.24,3.62,3.98,6.87,4.98,1.07,4.71,5.14,4.69,3.92,2.15,0.52,2.29,8.27,0.35,1.31,3.5,4,2.99,4,1.46,1.98,3.97,3.41,6.25
November,,1.98,2.03,1.87,3.67,3.7,6.95,3.87,2.88,8.22,5.52,4.25,1.52,1.04,3.88,6.68,4.83,1.83,4.66,5.78,8.43,3.73,1.53,1.52,5.15,0.19,6.23,1.43,1.75,3.5,6.73,6.93,3.88,1.79,6.85,1.5,0.98,2.67,2.61,3.56,6.55
December,,1.82,4.46,3.48,4.6,4.19,0.45,4.64,3.61,8.41,2.74,0.79,0.96,0.6,8.68,4.9,3.22,4.02,4.27,1.89,2.08,2.5,3.55,2.4,2.68,3.74,4.34,2.62,5.07,1.88,2.58,4.12,2.83,0.87,2.62,3.7,5.32,3.08,4.11,7.26,3.85
Total,,16.46,31.53,35.24,41.6,37.73,30.7,43.08,35.57,32.74,34.49,30.83,28.68,24.49,31.8,38.46,33.88,37.03,28.54,37.48,33.69,29.83,27.92,30.69,27.19,26.9,44.2,27.96,33.73,25.45,34.3,44.94,30.77,26.35,37.28,26.4,29.09,30.51,37.56,28.98,39.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
