"GRAIGUE BRANDONDALE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,5.37,2.62,1.27,3.94,4.88,2.35,0.96,3.06,2.77,5.94,,
February,1.11,0.42,3.39,3.36,1.84,0.79,2.65,2.33,1.58,3.87,,
March,5.05,1.60,1.18,0.33,1.73,3.41,3.18,5.04,0.36,1.21,,
April,1.30,2.40,0.86,0.74,4.50,2.79,0.70,3.64,4.60,2.84,,
May,2.51,3.86,4.29,1.30,2.54,0.50,0.21,1.91,1.98,3.81,,
June,3.78,2.88,2.45,2.43,2.08,2.11,2.25,3.53,4.16,1.47,,
July,2.18,2.70,3.37,1.81,3.84,2.99,5.61,1.92,0.29,3.77,,
August,2.78,6.61,5.02,3.97,2.89,6.14,1.45,7.37,4.27,2.29,,
September,2.21,3.17,2.67,1.21,0.61,1.41,5.44,2.69,2.43,1.12,,
October,1.91,6.48,4.12,2.37,5.62,2.07,2.60,3.65,4.67,2.44,,
November,5.32,4.15,4.51,2.47,4.62,6.30,2.15,6.07,4.00,4.65,,
December,2.65,5.92,1.47,3.93,2.82,5.75,6.33,5.42,2.43,5.51,,
Total,36.17,42.81,34.60,27.86,37.97,36.61,33.53,46.63,33.54,38.92,,
Calc annual,36.17,42.81,34.60,27.86,37.97,36.61,33.53,46.63,33.54,38.92,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
