"TAVERHAM HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,2.21,1.07,,,
February,,,,,,,,1.90,1.22,,,
March,,,,,,,,1.63,2.87,,,
April,,,,,,,1.19,1.65,1.53,,,
May,,,,,,,0.59,0.79,3.11,,,
June,,,,,,,0.34,1.78,3.45,,,
July,,,,,,,0.90,0.40,0.89,,,
August,,,,,,,1.54,4.07,1.80,,,
September,,,,,,,3.78,3.19,0.21,,,
October,,,,,,,2.84,0.79,2.15,,,
November,,,,,,,1.72,1.05,2.21,,,
December,,,,,,,2.57,1.30,1.86,,,
Total,,,,,,,,20.76,22.37,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,15.47,20.76,22.37,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,,
