"TALLA LINNS FOOT FARM EDINBURGH W.W. NO 6A",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,3.23,2.91,3.25,6.37,,
February,,,,,,,3.08,6.36,4.76,6.19,,
March,,,,,,,6.09,10.90,2.10,6.07,,
April,,,,,,,1.98,4.66,6.45,5.17,,
May,,,,,,,0.54,3.35,2.89,4.35,,
June,,,,,,,5.26,5.38,3.07,2.05,,
July,,,,,,,5.92,4.18,1.75,4.02,,
August,,,,,,,2.84,10.12,5.26,2.30,,
September,,,,,,,7.10,4.44,5.55,5.51,,
October,,,,,,,6.82,4.97,7.30,4.87,,
November,,,,,,,2.43,5.10,7.27,12.34,,
December,,,,,,,8.55,13.53,9.12,3.91,,
Total,,,,,,,53.84,75.90,58.77,63.15,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,53.84,75.90,58.77,63.15,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
