"MANCHESTER PICCADILLY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,3.05,2.07,3.37,0.98,2.19,1.94,1.49,1.11,1.90,3.38,,
February,0.18,0.26,2.02,2.82,4.06,0.27,1.76,1.92,2.19,0.85,,
March,2.69,1.68,0.83,0.53,2.40,2.76,4.31,2.55,0.98,1.58,,
April,0.58,1.40,1.27,0.51,1.27,1.14,1.09,2.03,1.53,2.64,,
May,1.87,2.28,2.80,1.71,1.83,0.72,0.61,1.52,2.47,2.11,,
June,3.05,2.11,3.07,1.26,2.67,2.56,3.39,2.87,2.77,1.88,,
July,2.25,2.26,2.64,3.02,2.96,4.50,1.64,1.51,0.31,1.68,,
August,3.59,5.15,4.59,2.28,3.41,3.28,2.08,2.71,5.37,1.36,,
September,1.11,2.67,3.25,3.59,0.67,1.42,4.77,4.15,0.51,5.01,,
October,2.58,3.50,3.87,2.31,3.03,2.90,4.04,1.70,3.60,2.80,,
November,4.84,2.14,2.28,2.10,1.65,2.29,1.00,4.43,1.63,1.09,,
December,0.28,5.27,1.94,3.29,2.99,3.58,3.35,3.85,3.17,2.27,,
Total,26.07,30.79,31.93,24.40,29.13,27.36,29.53,30.35,26.43,26.65,,
Calc annual,26.07,30.79,31.93,24.40,29.13,27.36,29.53,30.35,26.43,26.65,,
Difference,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
