"PENISTONE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,4.04,2.20,1.73,0.87,3.08,4.20,0.89,2.59,1.05,4.41,,
February,0.99,0.11,2.71,5.44,6.78,0.43,1.12,3.22,2.63,1.39,,
March,2.60,1.62,1.22,0.28,2.71,2.12,4.52,4.40,1.92,1.38,,
April,1.10,2.82,1.26,0.46,4.46,2.51,1.65,2.47,2.88,2.26,,
May,3.35,3.85,3.49,2.27,1.90,0.76,0.60,0.84,3.75,2.72,,
June,2.61,2.59,4.02,1.13,4.03,3.62,3.47,3.22,1.98,1.82,,
July,2.18,1.98,3.11,4.69,3.48,5.72,1.06,0.94,0.57,2.37,,
August,3.79,4.35,2.59,2.90,3.39,2.05,1.99,2.79,3.79,0.98,,
September,1.37,2.97,2.98,1.89,0.69,0.54,6.89,2.75,0.74,4.15,,
October,1.48,4.05,7.90,2.03,6.39,4.52,4.26,1.43,4.91,2.86,,
November,4.67,3.30,1.79,5.13,2.40,4.86,1.79,3.40,3.04,2.12,,
December,0.88,6.96,0.51,4.57,3.52,3.47,4.43,4.40,3.87,2.73,,
Total,29.06,36.80,33.31,31.66,42.83,34.80,32.67,32.45,31.13,29.19,,
Calc annual,29.06,36.80,33.31,31.66,42.83,34.80,32.67,32.45,31.13,29.19,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
