"DARLINGTON CLEVELAND PARADE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,2.12,1.01,1.43,1.74,1.60,3.82,0.95,1.75,0.92,2.45,,
February,1.11,0.04,2.23,2.21,2.79,0.99,0.49,1.81,1.32,1.55,,
March,1.67,1.38,0.85,0.28,0.75,2.09,1.89,2.66,1.86,1.26,,
April,0.90,2.76,1.11,0.47,1.65,1.78,0.74,2.03,2.43,2.65,,
May,2.30,1.98,3.09,2.11,2.55,0.86,0.67,1.70,1.79,3.53,,
June,2.64,0.53,3.40,0.78,3.56,1.77,3.08,2.42,2.53,1.70,,
July,2.15,4.10,1.27,2.37,1.81,5.54,2.38,1.06,0.92,2.09,,
August,4.32,3.61,3.92,1.89,2.32,2.13,1.44,2.74,2.19,1.22,,
September,2.34,1.79,2.06,1.45,0.68,0.78,3.28,1.80,0.30,3.01,,
October,1.44,2.98,4.13,0.95,4.32,3.54,3.69,1.84,3.22,2.52,,
November,3.86,2.20,1.13,2.02,0.88,3.02,1.09,1.89,2.48,1.88,,
December,1.48,2.76,0.89,2.10,1.44,1.89,3.55,2.62,1.68,3.06,,
Total,26.33,25.14,25.51,18.37,24.35,28.21,23.25,24.32,21.64,26.92,,
Calc annual,26.33,25.14,25.51,18.37,24.35,28.21,23.25,24.32,21.64,26.92,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
