"ARBORFIELD RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,2.25,0.50,2.17,,,,
February,,,,,,0.29,0.40,2.85,,,,
March,,,,,,1.51,3.12,3.56,,,,
April,,,,,1.69,1.40,0.68,1.09,,,,
May,,,,,1.58,0.37,0.24,0.94,,,,
June,,,,,2.26,0.50,2.78,1.84,,,,
July,,,,,3.18,3.52,0.68,0.45,,,,
August,,,,,2.91,2.30,2.55,2.39,,,,
September,,,,,1.92,1.41,4.97,1.99,,,,
October,,,,,4.50,3.02,2.54,1.11,,,,
November,,,,,4.84,3.96,1.12,0.96,,,,
December,,,,,2.41,2.01,3.45,2.98,,,,
Total,,,,,,22.54,23.03,22.33,,,,
Calc annual,0.00,0.00,0.00,0.00,25.29,22.54,23.03,22.33,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,NaN,NaN,,
