"PERTH KINFAUNS CASTLE GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,,1.02,3.87,,
February,,,,,,,,,0.83,2.34,,
March,,,,,,,,,0.37,1.89,,
April,,,,,,,,,3.77,2.55,,
May,,,,,,,,,2.84,4.18,,
June,,,,,,,,,1.61,1.81,,
July,,,,,,,,,0.97,3.17,,
August,,,,,,,,,2.96,1.06,,
September,,,,,,,,,2.37,3.56,,
October,,,,,,,,,5.69,1.41,,
November,,,,,,,,,4.56,3.12,,
December,,,,,,,,,2.73,3.76,,
Total,,,,,,,,,29.72,32.72,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.72,32.72,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,,
