"PENTLAND HILLS HARPERRIG",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,4.10,1.80,3.78,1.58,5.47,3.00,2.12,2.40,2.20,6.01,,
February,0.96,0.20,4.69,4.56,11.98,2.00,2.40,2.90,2.70,2.03,,
March,3.10,4.00,3.29,3.50,3.90,5.18,4.18,4.80,2.70,4.01,,
April,1.10,0.70,1.75,1.27,2.70,2.30,2.02,2.40,2.50,4.00,,
May,2.50,2.22,4.00,1.80,4.56,1.27,0.81,2.00,2.60,4.05,,
June,4.90,1.31,4.60,4.80,3.10,2.54,3.89,4.20,2.70,1.60,,
July,4.00,2.52,1.60,3.31,2.64,4.63,5.40,2.07,1.40,3.90,,
August,4.80,7.51,5.51,4.10,5.36,5.55,2.30,3.39,4.00,0.80,,
September,2.30,7.73,3.58,2.24,0.59,1.47,5.61,2.80,4.10,3.10,,
October,3.20,4.90,5.55,3.56,3.96,4.19,5.53,1.50,5.00,3.50,,
November,5.90,3.64,3.10,2.72,3.86,5.15,1.70,3.20,5.60,4.70,,
December,2.40,9.40,2.56,4.39,3.64,5.27,6.50,6.00,5.40,4.30,,
Total,39.26,45.93,44.01,37.83,51.76,42.55,42.46,37.66,40.90,42.00,,
Calc annual,39.26,45.93,44.01,37.83,51.76,42.55,42.46,37.66,40.90,42.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
