"BALLINGARRY HAZELFORT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,5.76,1.55,2.10,2.92,3.95,2.30,1.23,2.04,1.97,3.65,,
February,1.00,0.16,2.47,2.89,3.57,0.73,1.57,1.78,2.00,2.34,,
March,2.87,1.38,0.42,0.68,1.95,2.61,4.11,5.00,0.86,1.08,,
April,1.10,1.66,1.15,0.65,4.78,1.75,1.05,4.04,3.96,3.05,,
May,1.84,2.49,4.12,2.33,2.81,0.99,0.16,2.17,2.83,2.96,,
June,2.76,2.35,1.64,1.34,2.37,1.12,2.12,3.52,2.92,1.96,,
July,2.94,3.47,3.57,2.30,4.16,3.57,5.19,2.51,1.55,2.56,,
August,3.18,6.56,7.80,4.21,3.63,4.38,1.75,4.63,5.00,3.77,,
September,3.25,2.45,4.24,2.18,0.41,0.54,5.64,2.76,3.13,2.19,,
October,2.27,3.50,1.89,2.94,3.21,3.20,2.82,2.82,2.41,1.59,,
November,5.10,2.33,3.70,1.77,4.25,4.71,1.02,5.31,5.49,2.46,,
December,1.81,5.58,1.64,3.89,3.31,3.65,4.12,3.54,2.42,4.22,,
Total,33.88,33.48,34.74,28.10,38.40,29.55,30.78,40.12,34.54,31.83,,
Calc annual,33.88,33.48,34.74,28.10,38.40,29.55,30.78,40.12,34.54,31.83,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
