"HALSTEAD, THE BREWERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,1.40,1.79,2.14,0.96,1.96,0.81,2.15,,
February,,,,3.12,1.17,0.23,0.80,2.36,0.86,1.49,,
March,,,,0.53,0.78,1.47,2.71,2.96,1.84,0.97,,
April,,,,0.09,1.26,1.25,1.09,1.48,1.06,2.16,,
May,,,,0.70,1.80,0.61,0.35,0.92,3.02,2.35,,
June,,,,0.52,1.74,0.42,2.62,2.31,2.28,0.90,,
July,,,,2.58,3.88,3.66,1.02,2.12,1.36,3.04,,
August,,,,1.36,2.28,2.34,4.53,2.68,1.25,0.67,,
September,,,,0.84,1.08,0.72,5.32,2.94,0.26,2.19,,
October,,,,2.55,2.68,1.63,2.54,0.56,1.57,1.81,,
November,,,,3.27,3.03,2.00,0.97,1.14,2.09,3.15,,
December,,,,1.77,1.69,2.13,3.02,1.79,2.65,1.53,,
Total,,,,18.73,23.18,18.60,25.93,23.22,19.05,22.41,,
Calc annual,0.00,0.00,0.00,18.73,23.18,18.60,25.93,23.22,19.05,22.41,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
