"WOOLER ST. NINIANS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,0.99,1.37,1.69,2.77,4.79,1.00,2.19,0.57,2.75,,
February,-999.00,0.04,2.47,3.63,5.13,1.61,0.77,0.83,1.98,1.40,,
March,,,2.94,0.16,1.14,2.70,2.30,3.65,2.70,2.40,,
April,0.77,5.68,0.89,0.80,1.16,1.23,0.80,1.45,3.09,2.68,,
May,1.90,1.40,3.60,1.15,2.66,1.00,1.13,0.99,1.83,1.48,,
June,3.33,0.30,3.67,2.50,2.13,1.62,1.78,2.81,1.49,1.16,,
July,2.06,2.93,1.45,3.00,2.04,5.15,2.71,4.43,1.16,2.21,,
August,4.63,4.95,4.30,2.10,3.96,3.93,2.16,3.69,1.86,1.60,,
September,1.80,4.10,2.45,1.75,1.34,0.21,4.47,2.51,1.07,4.00,,
October,2.47,,5.75,1.05,5.25,7.23,7.81,1.56,6.08,1.54,,
November,,5.35,1.50,3.22,1.34,3.56,2.08,2.76,3.64,2.88,,
December,-999.00,4.40,1.40,1.82,1.85,2.49,6.25,3.38,2.13,3.30,,
Total,29.96,30.14,31.79,22.87,30.77,35.52,33.26,30.25,27.60,27.40,,
Calc annual,16.96,30.14,31.79,22.87,30.77,35.52,33.26,30.25,27.60,27.40,,
Difference,13.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
