"TISBURY THE ACADEMY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,2.88,0.80,4.81,,
February,,,,,,,,5.02,1.95,3.03,,
March,,,,,,,,5.67,1.04,0.22,,
April,,,,,,,,3.11,2.66,3.39,,
May,,,,,,,,1.36,5.32,2.12,,
June,,,,,,,,3.66,1.19,1.09,,
July,,,,,,,,1.18,0.27,0.89,,
August,,,,,,,,3.81,1.52,0.94,,
September,,,,,,,,3.58,1.95,2.65,,
October,,,,,,,,1.42,3.86,3.24,,
November,,,,,,,,1.10,4.89,4.58,,
December,,,,,,,,5.79,3.42,2.53,,
Total,,,,,,,,38.58,28.87,29.49,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.58,28.87,29.49,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,,
