"PEEBLES STOBO CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,6.90,2.70,2.80,0.50,4.50,2.80,1.40,2.30,2.40,4.00,,
February,1.00,0.40,3.70,2.50,9.70,0.20,1.50,3.50,5.70,2.70,,
March,2.80,2.20,0.30,0.40,3.50,3.60,3.20,6.70,1.50,3.40,,
April,1.20,-999.00,0.50,0.30,1.20,0.50,1.50,1.00,2.30,2.60,,
May,1.90,1.80,1.00,0.30,3.30,0.40,0.00,0.50,2.50,2.00,,
June,3.10,1.00,1.20,1.20,2.00,0.80,3.90,2.50,2.20,0.50,,
July,2.50,2.70,1.40,2.30,1.90,5.00,2.70,2.40,2.00,2.70,,
August,,5.50,3.50,1.20,4.30,4.30,1.60,5.50,3.70,0.70,,
September,-999.00,6.80,2.60,1.20,0.30,0.30,3.90,2.70,3.10,3.10,,
October,2.50,4.80,2.40,3.00,2.00,3.90,4.60,1.20,4.80,1.90,,
November,5.90,3.00,0.50,3.00,3.00,3.90,1.00,1.30,6.40,6.10,,
December,2.00,6.50,0.30,5.40,3.10,4.50,4.30,2.90,5.10,2.20,,
Total,37.40,38.90,20.20,-999.00,38.80,30.20,29.60,32.50,41.70,31.90,,
Calc annual,29.80,37.40,20.20,21.30,38.80,30.20,29.60,32.50,41.70,31.90,,
Difference,7.60,1.50,0.00,-1020.30,-0.00,0.00,0.00,0.00,0.00,0.00,,
