"BREDONS NORTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,2.80,0.67,1.88,0.60,,,
February,,,,,,0.17,0.38,2.92,1.16,,,
March,,,,,,1.76,2.54,3.33,0.42,,,
April,,,,,,1.79,0.82,1.49,1.77,,,
May,,,,,2.07,0.61,0.27,1.09,4.13,,,
June,,,,,1.93,1.18,2.45,2.70,1.05,,,
July,,,,,2.29,2.91,0.96,1.61,0.98,,,
August,,,,,2.63,2.02,1.77,4.25,3.12,,,
September,,,,,2.38,1.12,4.85,2.16,0.74,,,
October,,,,,2.86,3.10,2.04,1.33,3.13,,,
November,,,,,3.65,4.43,0.86,1.84,1.27,,,
December,,,,,2.19,1.66,2.89,2.81,2.46,,,
Total,,,,,,23.55,20.50,27.41,20.83,,,
Calc annual,0.00,0.00,0.00,0.00,20.00,23.55,20.50,27.41,20.83,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,NaN,,
