"LOUGHBOROUGH FOREST ROAD COTTAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2519,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,,,,,,,,,0.81,3.17,,
February,,,,,,,,,1.17,1.68,,
March,,,,,,,,,1.14,0.91,,
April,,,,,,,,,1.90,2.18,,
May,,,,,,,,,2.54,3.16,,
June,,,,,,,,,0.92,1.27,,
July,,,,,,,,,1.08,1.93,,
August,,,,,,,,,3.09,0.68,,
September,,,,,,,,,0.56,2.64,,
October,,,,,,,,,2.90,2.49,,
November,,,,,,,,,2.22,1.63,,
December,,,,,,,,,2.13,2.27,,
Total,,,,,,,,,20.46,24.01,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.46,24.01,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
